"PointID"	"x"	"y"	"z"	"Density"	"Momentum_x"	"Momentum_y"	"Momentum_z"	"Energy"	"Grid_Velocity_x"	"Grid_Velocity_y"	"Grid_Velocity_z"	"Pressure"	"Temperature"	"Mach"	"Pressure_Coefficient"
68	5.301313520475525e-01	6.108136319159788e+00	2.767945131697936e-02	9.772240957555871e-01	1.068686999926385e+00	-4.770659423758989e-02	5.043458484276804e-02	3.027276500620272e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	9.761821535642637e-01	9.989337735368490e-01	9.266984036689350e-01	-4.020025390854756e-02	
69	2.648699050561005e-01	6.104085400493741e+00	1.634717686633039e-02	9.935746436427382e-01	1.066292438397543e+00	-1.285914325322581e-02	5.942721368906884e-02	3.072237806902139e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	9.992844895237238e-01	1.005746770932128e+00	9.058836248287657e-01	-1.207653382858763e-03	
70	1.222708636542443e-01	6.100880318124991e+00	7.875996283316691e-03	1.004728944871830e+00	1.056848215327943e+00	7.138065519718221e-03	5.800946012284700e-02	3.100444919408524e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.017163749768947e+00	1.012376278159980e+00	8.848951670601707e-01	2.896933190815981e-02	
71	5.438298712144044e-02	6.098960562791581e+00	3.251820871729082e-03	1.006669908318789e+00	1.043163639875399e+00	1.191182405933679e-02	7.062311264402811e-02	3.102038058597453e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.023600049703240e+00	1.016817967085879e+00	8.705644232136162e-01	3.983265207811165e-02	
72	2.494556442670327e-02	6.097932892379479e+00	1.041132475934380e-03	9.986791259476074e-01	1.017277316281174e+00	3.569355151114603e-02	1.218420029673973e-01	3.073858482078434e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.019070856814444e+00	1.020418701399699e+00	8.588483989121142e-01	3.218818662983464e-02	
73	6.975717738247688e-03	6.096266666660425e+00	-5.514413734295702e-04	1.169936598041694e+00	1.031585002776128e+00	1.116678164091615e-01	9.947910714981641e-03	3.556500216034961e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.238532628074086e+00	1.058632262762967e+00	7.285439666385456e-01	4.026003039327682e-01	
74	2.549259392424993e-12	6.096266666660423e+00	5.853823896026521e-10	1.163007301572610e+00	1.013983778664506e+00	8.245673379523577e-02	3.162300967469821e-01	3.543959242574437e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.222406299794719e+00	1.051073624509314e+00	7.551408348555291e-01	3.753819534747488e-01	
75	3.250017469331741e-02	6.096266666660419e+00	-2.552639905867066e-03	1.098888024628256e+00	1.053564234538062e+00	1.467112971017712e-01	-5.630341599016204e-02	3.364578648929362e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.139315081157106e+00	1.036789059142332e+00	8.045931140729834e-01	2.351388758390258e-01	
76	9.388703140470410e-02	6.096266666660416e+00	-7.125032094341227e-03	1.049273954009064e+00	1.058649996100556e+00	2.088197301812821e-01	-5.761126770941576e-02	3.231022013703497e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.069842611464599e+00	1.019602752338364e+00	8.619669974372390e-01	1.178818043893454e-01	
77	2.306752173619359e-01	6.096266666660404e+00	-1.612642383369174e-02	1.024912648003418e+00	1.068945596977215e+00	2.393748287346924e-01	-4.359341051574779e-02	3.168330401484824e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.032805757644295e+00	1.007701251083449e+00	9.005493777143178e-01	5.537023636965777e-02	
