"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
112, 1.734992968597852e+00, 6.005543796924609e+00, 7.125032676983260e-03, 9.274277780314328e-01, -1.224888974624750e-01, 9.335197489772814e-01
113, 1.598204782640630e+00, 6.005543796924609e+00, 1.612642441232717e-02, 9.425915889104096e-01, -9.689510378340262e-02, 9.313498138010087e-01
114, 1.326606533504678e+00, 6.005543796924609e+00, 2.914654924374794e-02, 9.677018204867609e-01, -5.451353550033605e-02, 9.280391285939682e-01
115, 9.144400000000004e-01, 6.005543796924609e+00, 3.657760000000000e-02, 9.996551393981575e-01, -5.820628575520983e-04, 9.237647612606537e-01
116, 5.022734664953240e-01, 6.005543796924609e+00, 2.914654924374799e-02, 1.032344381014179e+00, 5.459151534934423e-02, 9.192261217366257e-01
117, 2.306752173593705e-01, 6.005543796924609e+00, 1.612642441232721e-02, 1.058090880331559e+00, 9.804698948750913e-02, 9.151851807860296e-01
118, 9.388703140214816e-02, 6.005543796924609e+00, 7.125032676983283e-03, 1.068219548432426e+00, 1.151423650290743e-01, 9.083237564268721e-01
119, 3.250017469076594e-02, 6.005543796924609e+00, 2.552640490301742e-03, 1.066323998297794e+00, 1.119430163006247e-01, 8.832715303441685e-01
120, 6.975717735697939e-03, 6.005543796924609e+00, 5.514419586085814e-04, 1.108357215820150e+00, 1.828875503310660e-01, 8.313900976461627e-01
121, 6.975717735697939e-03, 5.889053326300956e+00, -5.514419586085814e-04, 1.109763237007215e+00, 1.852606619754499e-01, 8.299460249989729e-01
122, 0.000000000000000e+00, 5.889053326300956e+00, 0.000000000000000e+00, 1.159371977834714e+00, 2.689913209470595e-01, 7.899516290910005e-01
123, 3.250017469076583e-02, 5.889053326300956e+00, -2.552640490301735e-03, 1.067750502332358e+00, 1.143506993187245e-01, 8.827320447279371e-01
124, 9.388703140214816e-02, 5.889053326300956e+00, -7.125032676983283e-03, 1.070025269417200e+00, 1.181900982601946e-01, 9.081453979903084e-01
125, 2.306752173593699e-01, 5.889053326300956e+00, -1.612642441232718e-02, 1.058953837697231e+00, 9.950350678036549e-02, 9.151333187303258e-01
126, 5.022734664953230e-01, 5.889053326300956e+00, -2.914654924374796e-02, 1.032477925829688e+00, 5.481691505145810e-02, 9.192237544732853e-01
127, 9.144399999999999e-01, 5.889053326300956e+00, -3.657759999999999e-02, 9.996798101236952e-01, -5.404230966526756e-04, 9.237782240645008e-01
128, 1.326606533504676e+00, 5.889053326300956e+00, -2.914654924374799e-02, 9.677064501970154e-01, -5.450572137959864e-02, 9.280875856005268e-01
129, 1.598204782640630e+00, 5.889053326300956e+00, -1.612642441232719e-02, 9.421323277438313e-01, -9.767025428059806e-02, 9.315305645191237e-01
130, 1.734992968597852e+00, 5.889053326300956e+00, -7.125032676983274e-03, 9.259598366426659e-01, -1.249665193041691e-01, 9.339654176957113e-01
131, 1.796379825309234e+00, 5.889053326300956e+00, -2.552640490301740e-03, 9.222239039318716e-01, -1.312721038146915e-01, 9.278971200604170e-01
132, 1.821904282264302e+00, 5.889053326300956e+00, -5.514419586085727e-04, 9.501030387516812e-01, -8.421712335997633e-02, 9.077295603532044e-01
133, 1.828880000000000e+00, 5.889053326300956e+00, 0.000000000000000e+00, 1.003424611226273e+00, 5.780129668973580e-03, 8.592181776828973e-01
134, 1.821904282264302e+00, 5.889053326300956e+00, 5.514419586085727e-04, 9.501030499540466e-01, -8.421710445239233e-02, 9.077295127764707e-01
135, 1.796379825309234e+00, 5.889053326300956e+00, 2.552640490301724e-03, 9.222238915668872e-01, -1.312721246845679e-01, 9.278970912828701e-01
136, 1.734992968597852e+00, 5.889053326300956e+00, 7.125032676983260e-03, 9.259598369831129e-01, -1.249665187295556e-01, 9.339654153897992e-01
137, 1.598204782640630e+00, 5.889053326300956e+00, 1.612642441232717e-02, 9.421323304959209e-01, -9.767024963556419e-02, 9.315305645997919e-01
138, 1.326606533504678e+00, 5.889053326300956e+00, 2.914654924374794e-02, 9.677064517952814e-01, -5.450571868201229e-02, 9.280875852937281e-01
139, 9.144400000000004e-01, 5.889053326300956e+00, 3.657760000000000e-02, 9.996798099442080e-01, -5.404233995948896e-04, 9.237782240251428e-01
140, 5.022734664953240e-01, 5.889053326300956e+00, 2.914654924374799e-02, 1.032477924295873e+00, 5.481691246265404e-02, 9.192237545967809e-01
141, 2.306752173593705e-01, 5.889053326300956e+00, 1.612642441232721e-02, 1.058953838972686e+00, 9.950350893310421e-02, 9.151333167123727e-01
142, 9.388703140214816e-02, 5.889053326300956e+00, 7.125032676983283e-03, 1.070025278058975e+00, 1.181901128459602e-01, 9.081453824441651e-01
143, 3.250017469076594e-02, 5.889053326300956e+00, 2.552640490301742e-03, 1.067750525896654e+00, 1.143507390910316e-01, 8.827320034967022e-01
144, 6.975717735697939e-03, 5.889053326300956e+00, 5.514419586085814e-04, 1.109763257471961e+00, 1.852606965162725e-01, 8.299459840885149e-01
145, 6.975717735697939e-03, 5.739476601218268e+00, -5.514419586085814e-04, 1.109857492457468e+00, 1.854197482741486e-01, 8.298186829765268e-01
146, 0.000000000000000e+00, 5.739476601218268e+00, 0.000000000000000e+00, 1.158579747425634e+00, 2.676541780745909e-01, 7.900219669503360e-01
147, 3.250017469076583e-02, 5.739476601218268e+00, -2.552640490301735e-03, 1.067189205696105e+00, 1.134033312451130e-01, 8.828204081080796e-01
148, 9.388703140214816e-02, 5.739476601218268e+00, -7.125032676983283e-03, 1.069160767042308e+00, 1.167309732688166e-01, 9.082487038373358e-01
149, 2.306752173593699e-01, 5.739476601218268e+00, -1.612642441232718e-02, 1.057976943471868e+00, 9.785468449883240e-02, 9.152317175450212e-01
150, 5.022734664953230e-01, 5.739476601218268e+00, -2.914654924374796e-02, 1.031797229909848e+00, 5.366802239712379e-02, 9.192832556335931e-01
151, 9.144399999999999e-01, 5.739476601218268e+00, -3.657759999999999e-02, 9.996235513990179e-01, -6.353777359270711e-04, 9.237721061764560e-01
152, 1.326606533504676e+00, 5.739476601218268e+00, -2.914654924374799e-02, 9.682926557202675e-01, -5.351631157124721e-02, 9.280189462745428e-01
153, 1.598204782640630e+00, 5.739476601218268e+00, -1.612642441232719e-02, 9.431377171761828e-01, -9.597333719925943e-02, 9.314277347608040e-01
154, 1.734992968597852e+00, 5.739476601218268e+00, -7.125032676983274e-03, 9.270516977139986e-01, -1.231236536018116e-01, 9.338650608660773e-01
155, 1.796379825309234e+00, 5.739476601218268e+00, -2.552640490301740e-03, 9.231640750384621e-01, -1.296852635726740e-01, 9.277007134309602e-01
156, 1.821904282264302e+00, 5.739476601218268e+00, -5.514419586085727e-04, 9.511834676131620e-01, -8.239355317789297e-02, 9.081668804854262e-01
157, 1.828880000000000e+00, 5.739476601218268e+00, 0.000000000000000e+00, 1.002097515409005e+00, 3.540229896376702e-03, 8.608847248279032e-01
158, 1.821904282264302e+00, 5.739476601218268e+00, 5.514419586085727e-04, 9.511834698190667e-01, -8.239354945472142e-02, 9.081668264729060e-01
159, 1.796379825309234e+00, 5.739476601218268e+00, 2.552640490301724e-03, 9.231640706299798e-01, -1.296852710134016e-01, 9.277006823240850e-01
160, 1.734992968597852e+00, 5.739476601218268e+00, 7.125032676983260e-03, 9.270516995317128e-01, -1.231236505338360e-01, 9.338650614084387e-01
161, 1.598204782640630e+00, 5.739476601218268e+00, 1.612642441232717e-02, 9.431377170604573e-01, -9.597333739458321e-02, 9.314277352372794e-01
162, 1.326606533504678e+00, 5.739476601218268e+00, 2.914654924374794e-02, 9.682926558010396e-01, -5.351631143491827e-02, 9.280189462665339e-01
163, 9.144400000000004e-01, 5.739476601218268e+00, 3.657760000000000e-02, 9.996235513681783e-01, -6.353777879788943e-04, 9.237721061739803e-01
164, 5.022734664953240e-01, 5.739476601218268e+00, 2.914654924374799e-02, 1.031797229912752e+00, 5.366802240202468e-02, 9.192832555273088e-01
165, 2.306752173593705e-01, 5.739476601218268e+00, 1.612642441232721e-02, 1.057976945157519e+00, 9.785468734390895e-02, 9.152317154973935e-01
166, 9.388703140214816e-02, 5.739476601218268e+00, 7.125032676983283e-03, 1.069160778455818e+00, 1.167309925327736e-01, 9.082486886049650e-01
167, 3.250017469076594e-02, 5.739476601218268e+00, 2.552640490301742e-03, 1.067189231682997e+00, 1.134033751063279e-01, 8.828203690193540e-01
168, 6.975717735697939e-03, 5.739476601218268e+00, 5.514419586085814e-04, 1.109857517597747e+00, 1.854197907064323e-01, 8.298186413442298e-01
169, 6.975717735697939e-03, 5.547416284467182e+00, -5.514419586085814e-04, 1.109913843127161e+00, 1.855148581001227e-01, 8.297707382541304e-01
170, 0.000000000000000e+00, 5.547416284467182e+00, 0.000000000000000e+00, 1.157596016868505e+00, 2.659938172908877e-01, 7.902686106322797e-01
171, 3.250017469076583e-02, 5.547416284467182e+00, -2.552640490301735e-03, 1.066527357911334e+00, 1.122862508630407e-01, 8.829375759078546e-01
172, 9.388703140214816e-02, 5.547416284467182e+00, -7.125032676983283e-03, 1.068167327985726e+00, 1.150542262789056e-01, 9.083626681777236e-01
173, 2.306752173593699e-01, 5.547416284467182e+00, -1.612642441232718e-02, 1.056971078996873e+00, 9.615696563069290e-02, 9.153316634339261e-01
174, 5.022734664953230e-01, 5.547416284467182e+00, -2.914654924374796e-02, 1.031139008391962e+00, 5.255706250331121e-02, 9.193421867662530e-01
175, 9.144399999999999e-01, 5.547416284467182e+00, -3.657759999999999e-02, 9.995632068106307e-01, -7.372285804909684e-04, 9.237671410480547e-01
176, 1.326606533504676e+00, 5.547416284467182e+00, -2.914654924374799e-02, 9.688355350276461e-01, -5.260002864629004e-02, 9.279515164717991e-01
177, 1.598204782640630e+00, 5.547416284467182e+00, -1.612642441232719e-02, 9.441149048275796e-01, -9.432401966719611e-02, 9.313186703361133e-01
178, 1.734992968597852e+00, 5.547416284467182e+00, -7.125032676983274e-03, 9.282253951896495e-01, -1.211426627233839e-01, 9.337373600508332e-01
179, 1.796379825309234e+00, 5.547416284467182e+00, -2.552640490301740e-03, 9.243423956089909e-01, -1.276964697390783e-01, 9.274565494270063e-01
180, 1.821904282264302e+00, 5.547416284467182e+00, -5.514419586085727e-04, 9.526388620711939e-01, -7.993710830543840e-02, 9.085564643528706e-01
181, 1.828880000000000e+00, 5.547416284467182e+00, 0.000000000000000e+00, 1.000963318636450e+00, 1.625909121742778e-03, 8.623918473144371e-01
182, 1.821904282264302e+00, 5.547416284467182e+00, 5.514419586085727e-04, 9.526388603161787e-01, -7.993711126758925e-02, 9.085564136150663e-01
183, 1.796379825309234e+00, 5.547416284467182e+00, 2.552640490301724e-03, 9.243423925382172e-01, -1.276964749219937e-01, 9.274565180640525e-01
184, 1.734992968597852e+00, 5.547416284467182e+00, 7.125032676983260e-03, 9.282253966782914e-01, -1.211426602108233e-01, 9.337373603390043e-01
185, 1.598204782640630e+00, 5.547416284467182e+00, 1.612642441232717e-02, 9.441149045584805e-01, -9.432402012138730e-02, 9.313186708820769e-01
186, 1.326606533504678e+00, 5.547416284467182e+00, 2.914654924374794e-02, 9.688355350334248e-01, -5.260002863653662e-02, 9.279515164794188e-01
