"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
187, 9.144400000000004e-01, 5.547416284467182e+00, 3.657760000000000e-02, 9.995632068072560e-01, -7.372285861869327e-04, 9.237671410444150e-01
188, 5.022734664953240e-01, 5.547416284467182e+00, 2.914654924374799e-02, 1.031139008465800e+00, 5.255706262793734e-02, 9.193421866579077e-01
189, 2.306752173593705e-01, 5.547416284467182e+00, 1.612642441232721e-02, 1.056971080773440e+00, 9.615696862921963e-02, 9.153316614349875e-01
190, 9.388703140214816e-02, 5.547416284467182e+00, 7.125032676983283e-03, 1.068167339926576e+00, 1.150542464329187e-01, 9.083626532141823e-01
191, 3.250017469076594e-02, 5.547416284467182e+00, 2.552640490301742e-03, 1.066527384666384e+00, 1.122862960207667e-01, 8.829375371807899e-01
192, 6.975717735697939e-03, 5.547416284467182e+00, 5.514419586085814e-04, 1.109913870122632e+00, 1.855149036636374e-01, 8.297706959580761e-01
193, 6.975717735697939e-03, 5.300805956221689e+00, -5.514419586085814e-04, 1.109957601851649e+00, 1.855887149805033e-01, 8.297307703672545e-01
194, 0.000000000000000e+00, 5.300805956221689e+00, 0.000000000000000e+00, 1.156679344841434e+00, 2.644466392813835e-01, 7.905059662772226e-01
195, 3.250017469076583e-02, 5.300805956221689e+00, -2.552640490301735e-03, 1.065937231113300e+00, 1.112902226459964e-01, 8.830399753432103e-01
196, 9.388703140214816e-02, 5.300805956221689e+00, -7.125032676983283e-03, 1.067283021741302e+00, 1.135616759068699e-01, 9.084623748423528e-01
197, 2.306752173593699e-01, 5.300805956221689e+00, -1.612642441232718e-02, 1.056094906470508e+00, 9.467814351625009e-02, 9.154188742087829e-01
198, 5.022734664953230e-01, 5.300805956221689e+00, -2.914654924374796e-02, 1.030573216354840e+00, 5.160210699912310e-02, 9.193938917516951e-01
199, 9.144399999999999e-01, 5.300805956221689e+00, -3.657759999999999e-02, 9.995086450158571e-01, -8.293191063713167e-04, 9.237635041333064e-01
200, 1.326606533504676e+00, 5.300805956221689e+00, -2.914654924374799e-02, 9.692920230719939e-01, -5.182955868215988e-02, 9.278928861047148e-01
201, 1.598204782640630e+00, 5.300805956221689e+00, -1.612642441232719e-02, 9.449445670304270e-01, -9.292369863889591e-02, 9.312224143054765e-01
202, 1.734992968597852e+00, 5.300805956221689e+00, -7.125032676983274e-03, 9.292456331411021e-01, -1.194206840043511e-01, 9.336231128107979e-01
203, 1.796379825309234e+00, 5.300805956221689e+00, -2.552640490301740e-03, 9.254141662953306e-01, -1.258875130041004e-01, 9.272507527953334e-01
204, 1.821904282264302e+00, 5.300805956221689e+00, -5.514419586085727e-04, 9.539970827414230e-01, -7.764467536216745e-02, 9.088361200494173e-01
205, 1.828880000000000e+00, 5.300805956221689e+00, 0.000000000000000e+00, 1.000276776880153e+00, 4.671497437088105e-04, 8.634903820096802e-01
206, 1.821904282264302e+00, 5.300805956221689e+00, 5.514419586085727e-04, 9.539970798467804e-01, -7.764468024780517e-02, 9.088360727258811e-01
207, 1.796379825309234e+00, 5.300805956221689e+00, 2.552640490301724e-03, 9.254141653353734e-01, -1.258875146243361e-01, 9.272507207481788e-01
208, 1.734992968597852e+00, 5.300805956221689e+00, 7.125032676983260e-03, 9.292456344784803e-01, -1.194206817470965e-01, 9.336231125972446e-01
209, 1.598204782640630e+00, 5.300805956221689e+00, 1.612642441232717e-02, 9.449445668045711e-01, -9.292369902010016e-02, 9.312224149075207e-01
210, 1.326606533504678e+00, 5.300805956221689e+00, 2.914654924374794e-02, 9.692920230808065e-01, -5.182955866728577e-02, 9.278928861102644e-01
211, 9.144400000000004e-01, 5.300805956221689e+00, 3.657760000000000e-02, 9.995086450138350e-01, -8.293191097843607e-04, 9.237635041293896e-01
212, 5.022734664953240e-01, 5.300805956221689e+00, 2.914654924374799e-02, 1.030573216434367e+00, 5.160210713335012e-02, 9.193938916466423e-01
213, 2.306752173593705e-01, 5.300805956221689e+00, 1.612642441232721e-02, 1.056094908295421e+00, 9.467814659637656e-02, 9.154188722523781e-01
214, 9.388703140214816e-02, 5.300805956221689e+00, 7.125032676983283e-03, 1.067283033891325e+00, 1.135616964139297e-01, 9.084623601095231e-01
215, 3.250017469076594e-02, 5.300805956221689e+00, 2.552640490301742e-03, 1.065937258289506e+00, 1.112902685145586e-01, 8.830399367501810e-01
216, 6.975717735697939e-03, 5.300805956221689e+00, 5.514419586085814e-04, 1.109957630553786e+00, 1.855887634245652e-01, 8.297307270104222e-01
217, 6.975717735697939e-03, 4.984152026736770e+00, -5.514419586085814e-04, 1.109990315573054e+00, 1.856439298762046e-01, 8.296969585743063e-01
218, 0.000000000000000e+00, 4.984152026736770e+00, 0.000000000000000e+00, 1.155860145974739e+00, 2.630639784882853e-01, 7.907195289117253e-01
219, 3.250017469076583e-02, 4.984152026736770e+00, -2.552640490301735e-03, 1.065424821652876e+00, 1.104253673590259e-01, 8.831287266887266e-01
220, 9.388703140214816e-02, 4.984152026736770e+00, -7.125032676983283e-03, 1.066517166902836e+00, 1.122690502680873e-01, 9.085475807897799e-01
221, 2.306752173593699e-01, 4.984152026736770e+00, -1.612642441232718e-02, 1.055347693446148e+00, 9.341698191693877e-02, 9.154931581438005e-01
222, 5.022734664953230e-01, 4.984152026736770e+00, -2.914654924374796e-02, 1.030095285883530e+00, 5.079544606320954e-02, 9.194381892992257e-01
223, 9.144399999999999e-01, 4.984152026736770e+00, -3.657759999999999e-02, 9.994609713925241e-01, -9.097836340060422e-04, 9.237607870564790e-01
224, 1.326606533504676e+00, 4.984152026736770e+00, -2.914654924374799e-02, 9.696709602126753e-01, -5.118998073745057e-02, 9.278427352230737e-01
225, 1.598204782640630e+00, 4.984152026736770e+00, -1.612642441232719e-02, 9.456360236093520e-01, -9.175664392156369e-02, 9.311393081550264e-01
226, 1.734992968597852e+00, 4.984152026736770e+00, -7.125032676983274e-03, 9.301057792631748e-01, -1.179689115865939e-01, 9.335242367982660e-01
227, 1.796379825309234e+00, 4.984152026736770e+00, -2.552640490301740e-03, 9.263423984999958e-01, -1.243208234877198e-01, 9.270871526828081e-01
228, 1.821904282264302e+00, 4.984152026736770e+00, -5.514419586085727e-04, 9.551832735151123e-01, -7.564259803687493e-02, 9.090165264663553e-01
229, 1.828880000000000e+00, 4.984152026736770e+00, 0.000000000000000e+00, 9.999719523744840e-01, -4.733936253713775e-05, 8.642320550518751e-01
230, 1.821904282264302e+00, 4.984152026736770e+00, 5.514419586085727e-04, 9.551832695673206e-01, -7.564260470003953e-02, 9.090164818407447e-01
231, 1.796379825309234e+00, 4.984152026736770e+00, 2.552640490301724e-03, 9.263423992432263e-01, -1.243208222332800e-01, 9.270871201164056e-01
232, 1.734992968597852e+00, 4.984152026736770e+00, 7.125032676983260e-03, 9.301057803899062e-01, -1.179689096848734e-01, 9.335242362293430e-01
233, 1.598204782640630e+00, 4.984152026736770e+00, 1.612642441232717e-02, 9.456360234059199e-01, -9.175664426492051e-02, 9.311393088047835e-01
234, 1.326606533504678e+00, 4.984152026736770e+00, 2.914654924374794e-02, 9.696709602219709e-01, -5.118998072176132e-02, 9.278427352271835e-01
235, 9.144400000000004e-01, 4.984152026736770e+00, 3.657760000000000e-02, 9.994609713905683e-01, -9.097836373070294e-04, 9.237607870525051e-01
236, 5.022734664953240e-01, 4.984152026736770e+00, 2.914654924374799e-02, 1.030095285966050e+00, 5.079544620248737e-02, 9.194381891967500e-01
237, 2.306752173593705e-01, 4.984152026736770e+00, 1.612642441232721e-02, 1.055347695297536e+00, 9.341698504174999e-02, 9.154931562233122e-01
238, 9.388703140214816e-02, 4.984152026736770e+00, 7.125032676983283e-03, 1.066517179139224e+00, 1.122690709209152e-01, 9.085475662438235e-01
239, 3.250017469076594e-02, 4.984152026736770e+00, 2.552640490301742e-03, 1.065424849073403e+00, 1.104254136399589e-01, 8.831286881389160e-01
240, 6.975717735697939e-03, 4.984152026736770e+00, 5.514419586085814e-04, 1.109990345692637e+00, 1.856439807126607e-01, 8.296969143637651e-01
241, 6.975717735697939e-03, 4.577560332984086e+00, -5.514419586085814e-04, 1.110013490177727e+00, 1.856830444533597e-01, 8.296698915398878e-01
242, 0.000000000000000e+00, 4.577560332984086e+00, 0.000000000000000e+00, 1.155150797195485e+00, 2.618667249451210e-01, 7.909068077255160e-01
243, 3.250017469076583e-02, 4.577560332984086e+00, -2.552640490301735e-03, 1.064987308419894e+00, 1.096869234740312e-01, 8.832045196337267e-01
244, 9.388703140214816e-02, 4.577560332984086e+00, -7.125032676983283e-03, 1.065868253647209e+00, 1.111738010518659e-01, 9.086189861822508e-01
245, 2.306752173593699e-01, 4.577560332984086e+00, -1.612642441232718e-02, 1.054723321742460e+00, 9.236315443974420e-02, 9.155551230352007e-01
246, 5.022734664953230e-01, 4.577560332984086e+00, -2.914654924374796e-02, 1.029698611645403e+00, 5.012593107852285e-02, 9.194753276305019e-01
247, 9.144399999999999e-01, 4.577560332984086e+00, -3.657759999999999e-02, 9.994204275430726e-01, -9.782143817975511e-04, 9.237587374906121e-01
248, 1.326606533504676e+00, 4.577560332984086e+00, -2.914654924374799e-02, 9.699809855994016e-01, -5.066671347657035e-02, 9.278006538769765e-01
249, 1.598204782640630e+00, 4.577560332984086e+00, -1.612642441232719e-02, 9.462023796640994e-01, -9.080073645675910e-02, 9.310691084960212e-01
250, 1.734992968597852e+00, 4.577560332984086e+00, -7.125032676983274e-03, 9.308140180794230e-01, -1.167735314619515e-01, 9.334406590425575e-01
251, 1.796379825309234e+00, 4.577560332984086e+00, -2.552640490301740e-03, 9.271199866939152e-01, -1.230083940488875e-01, 9.269610270139352e-01
252, 1.821904282264302e+00, 4.577560332984086e+00, -5.514419586085727e-04, 9.561766666606279e-01, -7.396592853661230e-02, 9.091222411914939e-01
253, 1.828880000000000e+00, 4.577560332984086e+00, 0.000000000000000e+00, 9.999283924554770e-01, -1.208606949145217e-04, 8.647043383092461e-01
254, 1.821904282264302e+00, 4.577560332984086e+00, 5.514419586085727e-04, 9.561766619019788e-01, -7.396593656835876e-02, 9.091221985543666e-01
255, 1.796379825309234e+00, 4.577560332984086e+00, 2.552640490301724e-03, 9.271199887930593e-01, -1.230083905059085e-01, 9.269609942031692e-01
256, 1.734992968597852e+00, 4.577560332984086e+00, 7.125032676983260e-03, 9.308140190044222e-01, -1.167735299007187e-01, 9.334406582210354e-01
257, 1.598204782640630e+00, 4.577560332984086e+00, 1.612642441232717e-02, 9.462023794761149e-01, -9.080073677404325e-02, 9.310691091828250e-01
258, 1.326606533504678e+00, 4.577560332984086e+00, 2.914654924374794e-02, 9.699809856089147e-01, -5.066671346051402e-02, 9.278006538799538e-01
259, 9.144400000000004e-01, 4.577560332984086e+00, 3.657760000000000e-02, 9.994204275412032e-01, -9.782143849527520e-04, 9.237587374865938e-01
260, 5.022734664953240e-01, 4.577560332984086e+00, 2.914654924374799e-02, 1.029698611729850e+00, 5.012593122105332e-02, 9.194753275301762e-01
261, 2.306752173593705e-01, 4.577560332984086e+00, 1.612642441232721e-02, 1.054723323605015e+00, 9.236315758340306e-02, 9.155551211449030e-01
262, 9.388703140214816e-02, 4.577560332984086e+00, 7.125032676983283e-03, 1.065868265884015e+00, 1.111738217053995e-01, 9.086189717883081e-01
263, 3.250017469076594e-02, 4.577560332984086e+00, 2.552640490301742e-03, 1.064987335884704e+00, 1.096869698297052e-01, 8.832044810649333e-01
264, 6.975717735697939e-03, 4.577560332984086e+00, 5.514419586085814e-04, 1.110013521393884e+00, 1.856830971406359e-01, 8.296698465372411e-01
265, 6.975717735697939e-03, 4.055486263991520e+00, -5.514419586085814e-04, 1.110029445125609e+00, 1.857099735444382e-01, 8.296492807363149e-01
266, 0.000000000000000e+00, 4.055486263991520e+00, 0.000000000000000e+00, 1.154558513713986e+00, 2.608670566331120e-01, 7.910661924889608e-01
267, 3.250017469076583e-02, 4.055486263991520e+00, -2.552640490301735e-03, 1.064624557140917e+00, 1.090746643615261e-01, 8.832677790550285e-01
268, 9.388703140214816e-02, 4.055486263991520e+00, -7.125032676983283e-03, 1.065335210404681e+00, 1.102741196406316e-01, 9.086772941770560e-01
269, 2.306752173593699e-01, 4.055486263991520e+00, -1.612642441232718e-02, 1.054216007054085e+00, 9.150689821442941e-02, 9.156053782251180e-01
270, 5.022734664953230e-01, 4.055486263991520e+00, -2.914654924374796e-02, 1.029378341412274e+00, 4.958537235395986e-02, 9.195055570245052e-01
271, 9.144399999999999e-01, 4.055486263991520e+00, -3.657759999999999e-02, 9.993871209615939e-01, -1.034429918994940e-03, 9.237571948786648e-01
272, 1.326606533504676e+00, 4.055486263991520e+00, -2.914654924374799e-02, 9.702284469569029e-01, -5.024904307841124e-02, 9.277663596997436e-01
273, 1.598204782640630e+00, 4.055486263991520e+00, -1.612642441232719e-02, 9.466545385701230e-01, -9.003757330184470e-02, 9.310116327293072e-01
274, 1.734992968597852e+00, 4.055486263991520e+00, -7.125032676983274e-03, 9.313805387672482e-01, -1.158173461260325e-01, 9.333723455025721e-01
275, 1.796379825309234e+00, 4.055486263991520e+00, -2.552640490301740e-03, 9.277483999184821e-01, -1.219477452091512e-01, 9.268667880433494e-01
276, 1.821904282264302e+00, 4.055486263991520e+00, -5.514419586085727e-04, 9.569760990399838e-01, -7.261663002973295e-02, 9.091761009402420e-01
277, 1.828880000000000e+00, 4.055486263991520e+00, 0.000000000000000e+00, 1.000038492894004e+00, 6.496910276096493e-05, 8.649854065252474e-01
278, 1.821904282264302e+00, 4.055486263991520e+00, 5.514419586085727e-04, 9.569760935862756e-01, -7.261663923461457e-02, 9.091760598133147e-01
279, 1.796379825309234e+00, 4.055486263991520e+00, 2.552640490301724e-03, 9.277484031156056e-01, -1.219477398129801e-01, 9.268667551501828e-01
280, 1.734992968597852e+00, 4.055486263991520e+00, 7.125032676983260e-03, 9.313805395256978e-01, -1.158173448459058e-01, 9.333723445000501e-01
281, 1.598204782640630e+00, 4.055486263991520e+00, 1.612642441232717e-02, 9.466545383944259e-01, -9.003757359838994e-02, 9.310116334438036e-01
282, 1.326606533504678e+00, 4.055486263991520e+00, 2.914654924374794e-02, 9.702284469665717e-01, -5.024904306209201e-02, 9.277663597018053e-01
283, 9.144400000000004e-01, 4.055486263991520e+00, 3.657760000000000e-02, 9.993871209597973e-01, -1.034429922027216e-03, 9.237571948746162e-01
284, 5.022734664953240e-01, 4.055486263991520e+00, 2.914654924374799e-02, 1.029378341497923e+00, 4.958537249851933e-02, 9.195055569259399e-01
285, 2.306752173593705e-01, 4.055486263991520e+00, 1.612642441232721e-02, 1.054216008918465e+00, 9.150690136116851e-02, 9.156053763597839e-01
286, 9.388703140214816e-02, 4.055486263991520e+00, 7.125032676983283e-03, 1.065335222594036e+00, 1.102741402140772e-01, 9.086772799065241e-01
287, 3.250017469076594e-02, 4.055486263991520e+00, 2.552640490301742e-03, 1.064624584557424e+00, 1.090747106356742e-01, 8.832677404510161e-01
288, 6.975717735697939e-03, 4.055486263991520e+00, 5.514419586085814e-04, 1.110029477179242e+00, 1.857100276452228e-01, 8.296492350817530e-01
289, 6.975717735697939e-03, 3.385129890011477e+00, -5.514419586085814e-04, 1.110041426583409e+00, 1.857301960967605e-01, 8.296335484281268e-01
290, 0.000000000000000e+00, 3.385129890011477e+00, 0.000000000000000e+00, 1.154081095263576e+00, 2.600612598966657e-01, 7.912010815116184e-01
291, 3.250017469076583e-02, 3.385129890011477e+00, -2.552640490301735e-03, 1.064337274411508e+00, 1.085897826281184e-01, 8.833184800762979e-01
292, 9.388703140214816e-02, 3.385129890011477e+00, -7.125032676983283e-03, 1.064917082433696e+00, 1.095683946018356e-01, 9.087228874770299e-01
293, 2.306752173593699e-01, 3.385129890011477e+00, -1.612642441232718e-02, 1.053822250518244e+00, 9.084230778801604e-02, 9.156443430960036e-01
294, 5.022734664953230e-01, 3.385129890011477e+00, -2.914654924374796e-02, 1.029131173175800e+00, 4.916819669153342e-02, 9.195290368977779e-01
295, 9.144399999999999e-01, 3.385129890011477e+00, -3.657759999999999e-02, 9.993611195726522e-01, -1.078315601113678e-03, 9.237560637926260e-01
296, 1.326606533504676e+00, 3.385129890011477e+00, -2.914654924374799e-02, 9.704176529999076e-01, -4.992969720512496e-02, 9.277397104500394e-01
297, 1.598204782640630e+00, 3.385129890011477e+00, -1.612642441232719e-02, 9.469998897957455e-01, -8.945468235932783e-02, 9.309668135294632e-01
298, 1.734992968597852e+00, 3.385129890011477e+00, -7.125032676983274e-03, 9.318136589065211e-01, -1.150863169954747e-01, 9.333191557497523e-01
299, 1.796379825309234e+00, 3.385129890011477e+00, -2.552640490301740e-03, 9.282317094820609e-01, -1.211320053300349e-01, 9.267991980026909e-01
300, 1.821904282264302e+00, 3.385129890011477e+00, -5.514419586085727e-04, 9.575875845031434e-01, -7.158455221586651e-02, 9.091974449024707e-01
301, 1.828880000000000e+00, 3.385129890011477e+00, 0.000000000000000e+00, 1.000213096506666e+00, 3.596686920503825e-04, 8.651401061989097e-01
302, 1.821904282264302e+00, 3.385129890011477e+00, 5.514419586085727e-04, 9.575875785300867e-01, -7.158456229731520e-02, 9.091974049019603e-01
303, 1.796379825309234e+00, 3.385129890011477e+00, 2.552640490301724e-03, 9.282317135255355e-01, -1.211319985053749e-01, 9.267991651240570e-01
304, 1.734992968597852e+00, 3.385129890011477e+00, 7.125032676983260e-03, 9.318136595324111e-01, -1.150863159390847e-01, 9.333191546155775e-01
305, 1.598204782640630e+00, 3.385129890011477e+00, 1.612642441232717e-02, 9.469998896292157e-01, -8.945468264040025e-02, 9.309668142644183e-01
306, 1.326606533504678e+00, 3.385129890011477e+00, 2.914654924374794e-02, 9.704176530096643e-01, -4.992969718865731e-02, 9.277397104513999e-01
307, 9.144400000000004e-01, 3.385129890011477e+00, 3.657760000000000e-02, 9.993611195709111e-01, -1.078315604052261e-03, 9.237560637885571e-01
308, 5.022734664953240e-01, 3.385129890011477e+00, 2.914654924374799e-02, 1.029131173262157e+00, 4.916819683728954e-02, 9.195290368006079e-01
309, 2.306752173593705e-01, 3.385129890011477e+00, 1.612642441232721e-02, 1.053822252379916e+00, 9.084231093018444e-02, 9.156443412505644e-01
310, 9.388703140214816e-02, 3.385129890011477e+00, 7.125032676983283e-03, 1.064917094558072e+00, 1.095684150656089e-01, 9.087228733043126e-01
311, 3.250017469076594e-02, 3.385129890011477e+00, 2.552640490301742e-03, 1.064337301734458e+00, 1.085898287443600e-01, 8.833184414371008e-01
312, 6.975717735697939e-03, 3.385129890011477e+00, 5.514419586085814e-04, 1.110041459251291e+00, 1.857302512342878e-01, 8.296335022648293e-01
313, 6.975717735697939e-03, 2.524375267582470e+00, -5.514419586085814e-04, 1.110069543615928e+00, 1.857776526058740e-01, 8.296215788115533e-01
314, 0.000000000000000e+00, 2.524375267582470e+00, 0.000000000000000e+00, 1.153618543423443e+00, 2.592805553325739e-01, 7.913834545675078e-01
315, 3.250017469076583e-02, 2.524375267582470e+00, -2.552640490301735e-03, 1.064128336705307e+00, 1.082371332455225e-01, 8.833553536614979e-01
316, 9.388703140214816e-02, 2.524375267582470e+00, -7.125032676983283e-03, 1.064611874873483e+00, 1.090532589682061e-01, 9.087567310551107e-01
317, 2.306752173593699e-01, 2.524375267582470e+00, -1.612642441232718e-02, 1.053538815845324e+00, 9.036392088395191e-02, 9.156727510151504e-01
318, 5.022734664953230e-01, 2.524375267582470e+00, -2.914654924374796e-02, 1.028954295907539e+00, 4.886965957929224e-02, 9.195460811994137e-01
319, 9.144399999999999e-01, 2.524375267582470e+00, -3.657759999999999e-02, 9.993424457937505e-01, -1.109833591428346e-03, 9.237552966887883e-01
320, 1.326606533504676e+00, 2.524375267582470e+00, -2.914654924374799e-02, 9.705521125001095e-01, -4.970275367926423e-02, 9.277205037033729e-01
321, 1.598204782640630e+00, 2.524375267582470e+00, -1.612642441232719e-02, 9.472449512142394e-01, -8.904106262787040e-02, 9.309344575974259e-01
322, 1.734992968597852e+00, 2.524375267582470e+00, -7.125032676983274e-03, 9.321202997340011e-01, -1.145687622637032e-01, 9.332796003312340e-01
323, 1.796379825309234e+00, 2.524375267582470e+00, -2.552640490301740e-03, 9.285750890518342e-01, -1.205524421890458e-01, 9.267572826401995e-01
324, 1.821904282264302e+00, 2.524375267582470e+00, -5.514419586085727e-04, 9.580216122360462e-01, -7.085199123000574e-02, 9.091966880387955e-01
325, 1.828880000000000e+00, 2.524375267582470e+00, 0.000000000000000e+00, 1.000348505969515e+00, 5.882155845171908e-04, 8.652367039393283e-01
326, 1.821904282264302e+00, 2.524375267582470e+00, 5.514419586085727e-04, 9.580216060236441e-01, -7.085200171542659e-02, 9.091966489035347e-01
327, 1.796379825309234e+00, 2.524375267582470e+00, 2.552640490301724e-03, 9.285750936960381e-01, -1.205524343504623e-01, 9.267572499823488e-01
328, 1.734992968597852e+00, 2.524375267582470e+00, 7.125032676983260e-03, 9.321203002505932e-01, -1.145687613917884e-01, 9.332795990562222e-01
329, 1.598204782640630e+00, 2.524375267582470e+00, 1.612642441232717e-02, 9.472449510550006e-01, -8.904106289663682e-02, 9.309344583495451e-01
330, 1.326606533504678e+00, 2.524375267582470e+00, 2.914654924374794e-02, 9.705521125098685e-01, -4.970275366279283e-02, 9.277205037044297e-01
331, 9.144400000000004e-01, 2.524375267582470e+00, 3.657760000000000e-02, 9.993424457920482e-01, -1.109833594301532e-03, 9.237552966846885e-01
332, 5.022734664953240e-01, 2.524375267582470e+00, 2.914654924374799e-02, 1.028954295994479e+00, 4.886965972603139e-02, 9.195460811032261e-01
333, 2.306752173593705e-01, 2.524375267582470e+00, 1.612642441232721e-02, 1.053538817704921e+00, 9.036392402261920e-02, 9.156727491846045e-01
334, 9.388703140214816e-02, 2.524375267582470e+00, 7.125032676983283e-03, 1.064611886930523e+00, 1.090532793183288e-01, 9.087567169630325e-01
335, 3.250017469076594e-02, 2.524375267582470e+00, 2.552640490301742e-03, 1.064128363862417e+00, 1.082371790818536e-01, 8.833553150242816e-01
336, 6.975717735697939e-03, 2.524375267582470e+00, 5.514419586085814e-04, 1.110069576681537e+00, 1.857777084146920e-01, 8.296215323129090e-01
337, 6.975717735697939e-03, 1.419144454852164e+00, -5.514419586085814e-04, 1.110294902751545e+00, 1.861580184167306e-01, 8.298389310316121e-01
338, 0.000000000000000e+00, 1.419144454852164e+00, 0.000000000000000e+00, 1.152101449829168e+00, 2.567199733816631e-01, 7.924581382568265e-01
339, 3.250017469076583e-02, 1.419144454852164e+00, -2.552640490301735e-03, 1.064197311907062e+00, 1.083535510178598e-01, 8.833658220497559e-01
340, 9.388703140214816e-02, 1.419144454852164e+00, -7.125032676983283e-03, 1.064448959835222e+00, 1.087782875965805e-01, 9.087912460825295e-01
341, 2.306752173593699e-01, 1.419144454852164e+00, -1.612642441232718e-02, 1.053389381203272e+00, 9.011170200390183e-02, 9.157010846229967e-01
342, 5.022734664953230e-01, 1.419144454852164e+00, -2.914654924374796e-02, 1.028859207337203e+00, 4.870916712328375e-02, 9.195597329167420e-01
343, 9.144399999999999e-01, 1.419144454852164e+00, -3.657759999999999e-02, 9.993262362327586e-01, -1.137192423780339e-03, 9.237523817220992e-01
344, 1.326606533504676e+00, 1.419144454852164e+00, -2.914654924374799e-02, 9.706105079888093e-01, -4.960419256547171e-02, 9.277025536507910e-01
345, 1.598204782640630e+00, 1.419144454852164e+00, -1.612642441232719e-02, 9.473529841496620e-01, -8.885872240470234e-02, 9.309037611240238e-01
346, 1.734992968597852e+00, 1.419144454852164e+00, -7.125032676983274e-03, 9.322529433305632e-01, -1.143448836575696e-01, 9.332202500754905e-01
347, 1.796379825309234e+00, 1.419144454852164e+00, -2.552640490301740e-03, 9.287545696132800e-01, -1.202495111847152e-01, 9.268141316017861e-01
348, 1.821904282264302e+00, 1.419144454852164e+00, -5.514419586085727e-04, 9.582160007008611e-01, -7.052389835798491e-02, 9.090565543791497e-01
349, 1.828880000000000e+00, 1.419144454852164e+00, 0.000000000000000e+00, 9.998356882269600e-01, -2.773288094787899e-04, 8.654665759298611e-01
350, 1.821904282264302e+00, 1.419144454852164e+00, 5.514419586085727e-04, 9.582159969733985e-01, -7.052390464927333e-02, 9.090565167652259e-01
351, 1.796379825309234e+00, 1.419144454852164e+00, 2.552640490301724e-03, 9.287545746632612e-01, -1.202495026612524e-01, 9.268141010343531e-01
352, 1.734992968597852e+00, 1.419144454852164e+00, 7.125032676983260e-03, 9.322529437480850e-01, -1.143448829528676e-01, 9.332202482831895e-01
353, 1.598204782640630e+00, 1.419144454852164e+00, 1.612642441232717e-02, 9.473529839975896e-01, -8.885872266137321e-02, 9.309037618757314e-01
354, 1.326606533504678e+00, 1.419144454852164e+00, 2.914654924374794e-02, 9.706105079980448e-01, -4.960419254988384e-02, 9.277025536553853e-01
355, 9.144400000000004e-01, 1.419144454852164e+00, 3.657760000000000e-02, 9.993262362312486e-01, -1.137192426328973e-03, 9.237523817179208e-01
356, 5.022734664953240e-01, 1.419144454852164e+00, 2.914654924374799e-02, 1.028859207427110e+00, 4.870916727503059e-02, 9.195597328210445e-01
357, 2.306752173593705e-01, 1.419144454852164e+00, 1.612642441232721e-02, 1.053389383054908e+00, 9.011170512913202e-02, 9.157010828129242e-01
358, 9.388703140214816e-02, 1.419144454852164e+00, 7.125032676983283e-03, 1.064448971525510e+00, 1.087783073276902e-01, 9.087912322003877e-01
359, 3.250017469076594e-02, 1.419144454852164e+00, 2.552640490301742e-03, 1.064197337920423e+00, 1.083535949237490e-01, 8.833657839587352e-01
360, 6.975717735697939e-03, 1.419144454852164e+00, 5.514419586085814e-04, 1.110294935514536e+00, 1.861580737147860e-01, 8.298388854638367e-01
361, 6.975717735697939e-03, 0.000000000000000e+00, -5.514419586085814e-04, 1.110586491834951e+00, 1.866501685034948e-01, 8.340767161270951e-01
362, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.139393899454309e+00, 2.352719069914750e-01, 8.042640535791628e-01
363, 3.250017469076583e-02, 0.000000000000000e+00, -2.552640490301735e-03, 1.069338714092764e+00, 1.170313159815757e-01, 8.827594556150733e-01
364, 9.388703140214816e-02, 0.000000000000000e+00, -7.125032676983283e-03, 1.066924315897796e+00, 1.129562447640354e-01, 9.084185835857121e-01
365, 2.306752173593699e-01, 0.000000000000000e+00, -1.612642441232718e-02, 1.055315676491916e+00, 9.336294303928543e-02, 9.154974450153770e-01
366, 5.022734664953230e-01, 0.000000000000000e+00, -2.914654924374796e-02, 1.030003629281856e+00, 5.064074615490174e-02, 9.193926700458943e-01
367, 9.144399999999999e-01, 0.000000000000000e+00, -3.657759999999999e-02, 9.993260224374233e-01, -1.137553271969855e-03, 9.236597810489230e-01
368, 1.326606533504676e+00, 0.000000000000000e+00, -2.914654924374799e-02, 9.694983853314034e-01, -5.148125619193319e-02, 9.276868334845917e-01
369, 1.598204782640630e+00, 0.000000000000000e+00, -1.612642441232719e-02, 9.454841676720241e-01, -9.201294951386690e-02, 9.308942817056074e-01
370, 1.734992968597852e+00, 0.000000000000000e+00, -7.125032676983274e-03, 9.301351115919956e-01, -1.179194038752438e-01, 9.330084261132774e-01
371, 1.796379825309234e+00, 0.000000000000000e+00, -2.552640490301740e-03, 9.272137432324588e-01, -1.228501498236924e-01, 9.278238777423932e-01
372, 1.821904282264302e+00, 0.000000000000000e+00, -5.514419586085727e-04, 9.551405972255409e-01, -7.571462796121237e-02, 9.066847652356714e-01
373, 1.828880000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.940232234498191e-01, -1.008772709657865e-02, 8.662993367258855e-01
374, 1.821904282264302e+00, 0.000000000000000e+00, 5.514419586085727e-04, 9.551406155393977e-01, -7.571459705070607e-02, 9.066847337407330e-01
