"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
187, 9.144400000000004e-01, 5.547416284467182e+00, 3.657760000000000e-02, 9.991206801643425e-01, -1.484134208171546e-03, 9.281203803557714e-01
188, 5.022734664953240e-01, 5.547416284467182e+00, 2.914654924374799e-02, 1.036980718495572e+00, 6.241682165739219e-02, 9.233584797097497e-01
189, 2.306752173593705e-01, 5.547416284467182e+00, 1.612642441232721e-02, 1.065340671501214e+00, 1.102833369923270e-01, 9.171879545946620e-01
190, 9.388703140214816e-02, 5.547416284467182e+00, 7.125032676983283e-03, 1.074422028528933e+00, 1.256110392400300e-01, 8.957607889606120e-01
191, 3.250017469076594e-02, 5.547416284467182e+00, 2.552640490301742e-03, 1.085716108983585e+00, 1.446734218599537e-01, 8.507873287903552e-01
192, 6.975717735697939e-03, 5.547416284467182e+00, 5.514419586085814e-04, 1.135276450506038e+00, 2.283223914833210e-01, 8.111859189405723e-01
193, 6.975717735697939e-03, 5.300805956221689e+00, -5.514419586085814e-04, 1.135361114731934e+00, 2.284652895151473e-01, 8.110514297209088e-01
194, 0.000000000000000e+00, 5.300805956221689e+00, 0.000000000000000e+00, 1.203465988724385e+00, 3.434141046522830e-01, 7.482976045397400e-01
195, 3.250017469076583e-02, 5.300805956221689e+00, -2.552640490301735e-03, 1.085940281680772e+00, 1.450517851754853e-01, 8.505184608266101e-01
196, 9.388703140214816e-02, 5.300805956221689e+00, -7.125032676983283e-03, 1.074918185695904e+00, 1.264484635699171e-01, 8.955585688835724e-01
197, 2.306752173593699e-01, 5.300805956221689e+00, -1.612642441232718e-02, 1.065669966779005e+00, 1.108391283739625e-01, 9.170800394718345e-01
198, 5.022734664953230e-01, 5.300805956221689e+00, -2.914654924374796e-02, 1.037138336547958e+00, 6.268285266668627e-02, 9.233203868689628e-01
199, 9.144399999999999e-01, 5.300805956221689e+00, -3.657759999999999e-02, 9.991169943372682e-01, -1.490355223352360e-03, 9.281536682933895e-01
200, 1.326606533504676e+00, 5.300805956221689e+00, -2.914654924374799e-02, 9.619465691133102e-01, -6.422736782117502e-02, 9.332896640572012e-01
201, 1.598204782640630e+00, 5.300805956221689e+00, -1.612642441232719e-02, 9.332526490462467e-01, -1.126575596707961e-01, 9.379568293454456e-01
202, 1.734992968597852e+00, 5.300805956221689e+00, -7.125032676983274e-03, 9.161548321454501e-01, -1.415156087202097e-01, 9.395990674874843e-01
203, 1.796379825309234e+00, 5.300805956221689e+00, -2.552640490301740e-03, 9.293108036644128e-01, -1.193106878469944e-01, 9.329430147495245e-01
204, 1.821904282264302e+00, 5.300805956221689e+00, -5.514419586085727e-04, 9.524063179311394e-01, -8.032960111541422e-02, 9.005794291342998e-01
205, 1.828880000000000e+00, 5.300805956221689e+00, 0.000000000000000e+00, 1.036687427921219e+00, 6.192179975901172e-02, 8.211100003392615e-01
206, 1.821904282264302e+00, 5.300805956221689e+00, 5.514419586085727e-04, 9.524063056674280e-01, -8.032962181435997e-02, 9.005793796817111e-01
207, 1.796379825309234e+00, 5.300805956221689e+00, 2.552640490301724e-03, 9.293108257446677e-01, -1.193106505794833e-01, 9.329430236188717e-01
208, 1.734992968597852e+00, 5.300805956221689e+00, 7.125032676983260e-03, 9.161548356051854e-01, -1.415156028807970e-01, 9.395990709165166e-01
209, 1.598204782640630e+00, 5.300805956221689e+00, 1.612642441232717e-02, 9.332526482535125e-01, -1.126575610087893e-01, 9.379568298160122e-01
210, 1.326606533504678e+00, 5.300805956221689e+00, 2.914654924374794e-02, 9.619465691299928e-01, -6.422736779301788e-02, 9.332896640979014e-01
211, 9.144400000000004e-01, 5.300805956221689e+00, 3.657760000000000e-02, 9.991169943434497e-01, -1.490355212919097e-03, 9.281536682540186e-01
212, 5.022734664953240e-01, 5.300805956221689e+00, 2.914654924374799e-02, 1.037138336451877e+00, 6.268285250451816e-02, 9.233203863654381e-01
213, 2.306752173593705e-01, 5.300805956221689e+00, 1.612642441232721e-02, 1.065669964461830e+00, 1.108391244629860e-01, 9.170800354329824e-01
214, 9.388703140214816e-02, 5.300805956221689e+00, 7.125032676983283e-03, 1.074918172517905e+00, 1.264484413278172e-01, 8.955585537210351e-01
215, 3.250017469076594e-02, 5.300805956221689e+00, 2.552640490301742e-03, 1.085940271384031e+00, 1.450517677964335e-01, 8.505184347834874e-01
216, 6.975717735697939e-03, 5.300805956221689e+00, 5.514419586085814e-04, 1.135361136992436e+00, 2.284653270868829e-01, 8.110514021719150e-01
217, 6.975717735697939e-03, 4.984152026736770e+00, -5.514419586085814e-04, 1.135483197614481e+00, 2.286713435297081e-01, 8.109185223863609e-01
218, 0.000000000000000e+00, 4.984152026736770e+00, 0.000000000000000e+00, 1.202132842604835e+00, 3.411639930543386e-01, 7.490602373449535e-01
219, 3.250017469076583e-02, 4.984152026736770e+00, -2.552640490301735e-03, 1.086149653366487e+00, 1.454051670376843e-01, 8.502984090054517e-01
220, 9.388703140214816e-02, 4.984152026736770e+00, -7.125032676983283e-03, 1.075302235707669e+00, 1.270966711242053e-01, 8.953852086566474e-01
221, 2.306752173593699e-01, 4.984152026736770e+00, -1.612642441232718e-02, 1.065908429996360e+00, 1.112416115250475e-01, 9.169817422383827e-01
222, 5.022734664953230e-01, 4.984152026736770e+00, -2.914654924374796e-02, 1.037265808469617e+00, 6.289800241293775e-02, 9.232837521615499e-01
223, 9.144399999999999e-01, 4.984152026736770e+00, -3.657759999999999e-02, 9.991116590606450e-01, -1.499360213602096e-03, 9.281805745208548e-01
224, 1.326606533504676e+00, 4.984152026736770e+00, -2.914654924374799e-02, 9.617684808266036e-01, -6.452794891540035e-02, 9.333557477594574e-01
225, 1.598204782640630e+00, 4.984152026736770e+00, -1.612642441232719e-02, 9.329400699540273e-01, -1.131851371286333e-01, 9.380239959918498e-01
226, 1.734992968597852e+00, 4.984152026736770e+00, -7.125032676983274e-03, 9.157408931563985e-01, -1.422142635086442e-01, 9.396619666923524e-01
227, 1.796379825309234e+00, 4.984152026736770e+00, -2.552640490301740e-03, 9.288871544156901e-01, -1.200257318125673e-01, 9.326801873782871e-01
228, 1.821904282264302e+00, 4.984152026736770e+00, -5.514419586085727e-04, 9.524203987291110e-01, -8.030583525332333e-02, 9.007692362889912e-01
229, 1.828880000000000e+00, 4.984152026736770e+00, 0.000000000000000e+00, 1.036748597833395e+00, 6.202504360213774e-02, 8.219113369836600e-01
230, 1.821904282264302e+00, 4.984152026736770e+00, 5.514419586085727e-04, 9.524203826976027e-01, -8.030586231163474e-02, 9.007691820738943e-01
231, 1.796379825309234e+00, 4.984152026736770e+00, 2.552640490301724e-03, 9.288871828652185e-01, -1.200256837948648e-01, 9.326801950462764e-01
232, 1.734992968597852e+00, 4.984152026736770e+00, 7.125032676983260e-03, 9.157408965609863e-01, -1.422142577623104e-01, 9.396619704674805e-01
233, 1.598204782640630e+00, 4.984152026736770e+00, 1.612642441232717e-02, 9.329400691292032e-01, -1.131851385207885e-01, 9.380239965488913e-01
234, 1.326606533504678e+00, 4.984152026736770e+00, 2.914654924374794e-02, 9.617684808415293e-01, -6.452794889020839e-02, 9.333557477936948e-01
235, 9.144400000000004e-01, 4.984152026736770e+00, 3.657760000000000e-02, 9.991116590683835e-01, -1.499360200540936e-03, 9.281805744819720e-01
236, 5.022734664953240e-01, 4.984152026736770e+00, 2.914654924374799e-02, 1.037265808377849e+00, 6.289800225804995e-02, 9.232837516738458e-01
237, 2.306752173593705e-01, 4.984152026736770e+00, 1.612642441232721e-02, 1.065908427696289e+00, 1.112416076429393e-01, 9.169817382878429e-01
238, 9.388703140214816e-02, 4.984152026736770e+00, 7.125032676983283e-03, 1.075302222589205e+00, 1.270966489825906e-01, 8.953851935444813e-01
239, 3.250017469076594e-02, 4.984152026736770e+00, 2.552640490301742e-03, 1.086149643233661e+00, 1.454051499352900e-01, 8.502983824081599e-01
240, 6.975717735697939e-03, 4.984152026736770e+00, 5.514419586085814e-04, 1.135483220617092e+00, 2.286713823539900e-01, 8.109184940480961e-01
241, 6.975717735697939e-03, 4.577560332984086e+00, -5.514419586085814e-04, 1.135617676527892e+00, 2.288983198215847e-01, 8.108006618771302e-01
242, 0.000000000000000e+00, 4.577560332984086e+00, 0.000000000000000e+00, 1.200930557883607e+00, 3.391347520314730e-01, 7.497288391796136e-01
243, 3.250017469076583e-02, 4.577560332984086e+00, -2.552640490301735e-03, 1.086337501625536e+00, 1.457222212151223e-01, 8.501185943956402e-01
244, 9.388703140214816e-02, 4.577560332984086e+00, -7.125032676983283e-03, 1.075612279377807e+00, 1.276199692442055e-01, 8.952379393469804e-01
245, 2.306752173593699e-01, 4.577560332984086e+00, -1.612642441232718e-02, 1.066103513764705e+00, 1.115708779447496e-01, 9.168966312370683e-01
246, 5.022734664953230e-01, 4.577560332984086e+00, -2.914654924374796e-02, 1.037386195085130e+00, 6.310119343290833e-02, 9.232505509055209e-01
247, 9.144399999999999e-01, 4.577560332984086e+00, -3.657759999999999e-02, 9.991093512558004e-01, -1.503255374358021e-03, 9.282020217504444e-01
248, 1.326606533504676e+00, 4.577560332984086e+00, -2.914654924374799e-02, 9.616017353005003e-01, -6.480938546364383e-02, 9.334161724599042e-01
249, 1.598204782640630e+00, 4.577560332984086e+00, -1.612642441232719e-02, 9.326598893566728e-01, -1.136580317366447e-01, 9.380886973071055e-01
250, 1.734992968597852e+00, 4.577560332984086e+00, -7.125032676983274e-03, 9.153998370773796e-01, -1.427899050138746e-01, 9.397128041301531e-01
251, 1.796379825309234e+00, 4.577560332984086e+00, -2.552640490301740e-03, 9.285435320288444e-01, -1.206057047852342e-01, 9.324268482263204e-01
252, 1.821904282264302e+00, 4.577560332984086e+00, -5.514419586085727e-04, 9.525591064821871e-01, -8.007172143838255e-02, 9.010147627603421e-01
253, 1.828880000000000e+00, 4.577560332984086e+00, 0.000000000000000e+00, 1.036207626265472e+00, 6.111198059929754e-02, 8.230241532257908e-01
254, 1.821904282264302e+00, 4.577560332984086e+00, 5.514419586085727e-04, 9.525590872469856e-01, -8.007175390395360e-02, 9.010147050179065e-01
255, 1.796379825309234e+00, 4.577560332984086e+00, 2.552640490301724e-03, 9.285435659492111e-01, -1.206056475337378e-01, 9.324268550344166e-01
256, 1.734992968597852e+00, 4.577560332984086e+00, 7.125032676983260e-03, 9.153998402760585e-01, -1.427898996150782e-01, 9.397128081356899e-01
257, 1.598204782640630e+00, 4.577560332984086e+00, 1.612642441232717e-02, 9.326598885037375e-01, -1.136580331762465e-01, 9.380886979435628e-01
258, 1.326606533504678e+00, 4.577560332984086e+00, 2.914654924374794e-02, 9.616017353131698e-01, -6.480938544225993e-02, 9.334161724898746e-01
259, 9.144400000000004e-01, 4.577560332984086e+00, 3.657760000000000e-02, 9.991093512643298e-01, -1.503255359961924e-03, 9.282020217121854e-01
260, 5.022734664953240e-01, 4.577560332984086e+00, 2.914654924374799e-02, 1.037386194996335e+00, 6.310119328303872e-02, 9.232505504307886e-01
261, 2.306752173593705e-01, 4.577560332984086e+00, 1.612642441232721e-02, 1.066103511486570e+00, 1.115708740996651e-01, 9.168966273570087e-01
262, 9.388703140214816e-02, 4.577560332984086e+00, 7.125032676983283e-03, 1.075612266378080e+00, 1.276199473029977e-01, 8.952379242654257e-01
263, 3.250017469076594e-02, 4.577560332984086e+00, 2.552640490301742e-03, 1.086337491794870e+00, 1.457222046227212e-01, 8.501185673334931e-01
264, 6.975717735697939e-03, 4.577560332984086e+00, 5.514419586085814e-04, 1.135617700244219e+00, 2.288983598504910e-01, 8.108006328797647e-01
265, 6.975717735697939e-03, 4.055486263991520e+00, -5.514419586085814e-04, 1.135750836472011e+00, 2.291230699298053e-01, 8.107033258739738e-01
266, 0.000000000000000e+00, 4.055486263991520e+00, 0.000000000000000e+00, 1.199897802176382e+00, 3.373916455853058e-01, 7.502967523656043e-01
267, 3.250017469076583e-02, 4.055486263991520e+00, -2.552640490301735e-03, 1.086501564056237e+00, 1.459991291794433e-01, 8.499742806188154e-01
268, 9.388703140214816e-02, 4.055486263991520e+00, -7.125032676983283e-03, 1.075865198209666e+00, 1.280468508804788e-01, 8.951162205802979e-01
269, 2.306752173593699e-01, 4.055486263991520e+00, -1.612642441232718e-02, 1.066271487130099e+00, 1.118543868655460e-01, 9.168259116306399e-01
270, 5.022734664953230e-01, 4.055486263991520e+00, -2.914654924374796e-02, 1.037502273139773e+00, 6.329711237471843e-02, 9.232215980965973e-01
271, 9.144399999999999e-01, 4.055486263991520e+00, -3.657759999999999e-02, 9.991110368790124e-01, -1.500410344632104e-03, 9.282185786577343e-01
272, 1.326606533504676e+00, 4.055486263991520e+00, -2.914654924374799e-02, 9.614500553594250e-01, -6.506539400583149e-02, 9.334692381697067e-01
273, 1.598204782640630e+00, 4.055486263991520e+00, -1.612642441232719e-02, 9.324106267323059e-01, -1.140787423502803e-01, 9.381493394111959e-01
274, 1.734992968597852e+00, 4.055486263991520e+00, -7.125032676983274e-03, 9.151138577896666e-01, -1.432725867714242e-01, 9.397575215308509e-01
275, 1.796379825309234e+00, 4.055486263991520e+00, -2.552640490301740e-03, 9.282607050475604e-01, -1.210830660147846e-01, 9.322088935677493e-01
276, 1.821904282264302e+00, 4.055486263991520e+00, -5.514419586085727e-04, 9.527429007029371e-01, -7.976150975064628e-02, 9.012563525310157e-01
277, 1.828880000000000e+00, 4.055486263991520e+00, 0.000000000000000e+00, 1.035430043607618e+00, 5.979956050435088e-02, 8.241702264423320e-01
278, 1.821904282264302e+00, 4.055486263991520e+00, 5.514419586085727e-04, 9.527428791359966e-01, -7.976154615177451e-02, 9.012562922062596e-01
279, 1.796379825309234e+00, 4.055486263991520e+00, 2.552640490301724e-03, 9.282607434282486e-01, -1.210830012350652e-01, 9.322088997478477e-01
280, 1.734992968597852e+00, 4.055486263991520e+00, 7.125032676983260e-03, 9.151138607241972e-01, -1.432725818184627e-01, 9.397575256854442e-01
281, 1.598204782640630e+00, 4.055486263991520e+00, 1.612642441232717e-02, 9.324106258588275e-01, -1.140787438245553e-01, 9.381493401150370e-01
282, 1.326606533504678e+00, 4.055486263991520e+00, 2.914654924374794e-02, 9.614500553706122e-01, -6.506539398694938e-02, 9.334692381962306e-01
283, 9.144400000000004e-01, 4.055486263991520e+00, 3.657760000000000e-02, 9.991110368881606e-01, -1.500410329191520e-03, 9.282185786199929e-01
284, 5.022734664953240e-01, 4.055486263991520e+00, 2.914654924374799e-02, 1.037502273052833e+00, 6.329711222797928e-02, 9.232215976322332e-01
285, 2.306752173593705e-01, 4.055486263991520e+00, 1.612642441232721e-02, 1.066271484871408e+00, 1.118543830532805e-01, 9.168259078067071e-01
286, 9.388703140214816e-02, 4.055486263991520e+00, 7.125032676983283e-03, 1.075865185341777e+00, 1.280468291617900e-01, 8.951162055268913e-01
287, 3.250017469076594e-02, 4.055486263991520e+00, 2.552640490301742e-03, 1.086501554548632e+00, 1.459991131323121e-01, 8.499742532284339e-01
288, 6.975717735697939e-03, 4.055486263991520e+00, 5.514419586085814e-04, 1.135750860804594e+00, 2.291231109988420e-01, 8.107032963932131e-01
289, 6.975717735697939e-03, 3.385129890011477e+00, -5.514419586085814e-04, 1.135875371279514e+00, 2.293332623540275e-01, 8.106239785143038e-01
290, 0.000000000000000e+00, 3.385129890011477e+00, 0.000000000000000e+00, 1.199040338191691e+00, 3.359444001345048e-01, 7.507681535707130e-01
291, 3.250017469076583e-02, 3.385129890011477e+00, -2.552640490301735e-03, 1.086637901094111e+00, 1.462292416522269e-01, 8.498631462557514e-01
292, 9.388703140214816e-02, 3.385129890011477e+00, -7.125032676983283e-03, 1.076066034006225e+00, 1.283858256923861e-01, 8.950205257381371e-01
293, 2.306752173593699e-01, 3.385129890011477e+00, -1.612642441232718e-02, 1.066413049110894e+00, 1.120933181050737e-01, 9.167700186350086e-01
294, 5.022734664953230e-01, 3.385129890011477e+00, -2.914654924374796e-02, 1.037607549588891e+00, 6.347480014328119e-02, 9.231977890079557e-01
295, 9.144399999999999e-01, 3.385129890011477e+00, -3.657759999999999e-02, 9.991154198111594e-01, -1.493012741089376e-03, 9.282308394368998e-01
296, 1.326606533504676e+00, 3.385129890011477e+00, -2.914654924374799e-02, 9.613208905477740e-01, -6.528340104683023e-02, 9.335130316814668e-01
297, 1.598204782640630e+00, 3.385129890011477e+00, -1.612642441232719e-02, 9.322001950983805e-01, -1.144339132149938e-01, 9.382022929763860e-01
298, 1.734992968597852e+00, 3.385129890011477e+00, -7.125032676983274e-03, 9.148800388803036e-01, -1.436672311634088e-01, 9.397963567522188e-01
299, 1.796379825309234e+00, 3.385129890011477e+00, -2.552640490301740e-03, 9.280340348492793e-01, -1.214656446643275e-01, 9.320389009591564e-01
300, 1.821904282264302e+00, 3.385129890011477e+00, -5.514419586085727e-04, 9.529187664354837e-01, -7.946467992930786e-02, 9.014618017836261e-01
301, 1.828880000000000e+00, 3.385129890011477e+00, 0.000000000000000e+00, 1.034645664181676e+00, 5.847566868362838e-02, 8.251865202331279e-01
302, 1.821904282264302e+00, 3.385129890011477e+00, 5.514419586085727e-04, 9.529187433422788e-01, -7.946471890649681e-02, 9.014617396271389e-01
303, 1.796379825309234e+00, 3.385129890011477e+00, 2.552640490301724e-03, 9.280340766856677e-01, -1.214655740520056e-01, 9.320389066415566e-01
304, 1.734992968597852e+00, 3.385129890011477e+00, 7.125032676983260e-03, 9.148800415643643e-01, -1.436672266331955e-01, 9.397963609858709e-01
305, 1.598204782640630e+00, 3.385129890011477e+00, 1.612642441232717e-02, 9.322001942113757e-01, -1.144339147120988e-01, 9.382022937347458e-01
306, 1.326606533504678e+00, 3.385129890011477e+00, 2.914654924374794e-02, 9.613208905579274e-01, -6.528340102969324e-02, 9.335130317053801e-01
307, 9.144400000000004e-01, 3.385129890011477e+00, 3.657760000000000e-02, 9.991154198206907e-01, -1.493012725002123e-03, 9.282308393995939e-01
308, 5.022734664953240e-01, 3.385129890011477e+00, 2.914654924374799e-02, 1.037607549503074e+00, 6.347479999843689e-02, 9.231977885518156e-01
309, 2.306752173593705e-01, 3.385129890011477e+00, 1.612642441232721e-02, 1.066413046869676e+00, 1.120933143222994e-01, 9.167700148545929e-01
310, 9.388703140214816e-02, 3.385129890011477e+00, 7.125032676983283e-03, 1.076066021269003e+00, 1.283858041942402e-01, 8.950205107032376e-01
311, 3.250017469076594e-02, 3.385129890011477e+00, 2.552640490301742e-03, 1.086637891903610e+00, 1.462292261403084e-01, 8.498631186015083e-01
312, 6.975717735697939e-03, 3.385129890011477e+00, 5.514419586085814e-04, 1.135875396113250e+00, 2.293333042689204e-01, 8.106239486375560e-01
313, 6.975717735697939e-03, 2.524375267582470e+00, -5.514419586085814e-04, 1.136028840220348e+00, 2.295922904070142e-01, 8.105490767264575e-01
314, 0.000000000000000e+00, 2.524375267582470e+00, 0.000000000000000e+00, 1.198189935487562e+00, 3.345090728591049e-01, 7.512453872870577e-01
315, 3.250017469076583e-02, 2.524375267582470e+00, -2.552640490301735e-03, 1.086729143367663e+00, 1.463832422489585e-01, 8.498021367866405e-01
316, 9.388703140214816e-02, 2.524375267582470e+00, -7.125032676983283e-03, 1.076220730143631e+00, 1.286469250331334e-01, 8.949562170721446e-01
317, 2.306752173593699e-01, 2.524375267582470e+00, -1.612642441232718e-02, 1.066528072867397e+00, 1.122874575806726e-01, 9.167309503486462e-01
318, 5.022734664953230e-01, 2.524375267582470e+00, -2.914654924374796e-02, 1.037694824775822e+00, 6.362210500915208e-02, 9.231805881666616e-01
319, 9.144399999999999e-01, 2.524375267582470e+00, -3.657759999999999e-02, 9.991209086449830e-01, -1.483748573820144e-03, 9.282391362349585e-01
320, 1.326606533504676e+00, 2.524375267582470e+00, -2.914654924374799e-02, 9.612208159398141e-01, -6.545230904028132e-02, 9.335450536109174e-01
321, 1.598204782640630e+00, 2.524375267582470e+00, -1.612642441232719e-02, 9.320374466028958e-01, -1.147086034922769e-01, 9.382420832862548e-01
322, 1.734992968597852e+00, 2.524375267582470e+00, -7.125032676983274e-03, 9.146999213987717e-01, -1.439712371746360e-01, 9.398195338430001e-01
323, 1.796379825309234e+00, 2.524375267582470e+00, -2.552640490301740e-03, 9.278660145094869e-01, -1.217492328694861e-01, 9.319295388780264e-01
324, 1.821904282264302e+00, 2.524375267582470e+00, -5.514419586085727e-04, 9.530657189414253e-01, -7.921665044993025e-02, 9.016090948345381e-01
325, 1.828880000000000e+00, 2.524375267582470e+00, 0.000000000000000e+00, 1.033924741298349e+00, 5.725888012818829e-02, 8.260141410859602e-01
326, 1.821904282264302e+00, 2.524375267582470e+00, 5.514419586085727e-04, 9.530656950085296e-01, -7.921669084436680e-02, 9.016090319939714e-01
327, 1.796379825309234e+00, 2.524375267582470e+00, 2.552640490301724e-03, 9.278660586950043e-01, -1.217491582922558e-01, 9.319295442507064e-01
328, 1.734992968597852e+00, 2.524375267582470e+00, 7.125032676983260e-03, 9.146999238846862e-01, -1.439712329788580e-01, 9.398195379927384e-01
329, 1.598204782640630e+00, 2.524375267582470e+00, 1.612642441232717e-02, 9.320374457126633e-01, -1.147086049948296e-01, 9.382420840902014e-01
330, 1.326606533504678e+00, 2.524375267582470e+00, 2.914654924374794e-02, 9.612208159486194e-01, -6.545230902541958e-02, 9.335450536341183e-01
331, 9.144400000000004e-01, 2.524375267582470e+00, 3.657760000000000e-02, 9.991209086548382e-01, -1.483748557186474e-03, 9.282391361979418e-01
332, 5.022734664953240e-01, 2.524375267582470e+00, 2.914654924374799e-02, 1.037694824690572e+00, 6.362210486526457e-02, 9.231805877168215e-01
333, 2.306752173593705e-01, 2.524375267582470e+00, 1.612642441232721e-02, 1.066528070636393e+00, 1.122874538151379e-01, 9.167309466070700e-01
334, 9.388703140214816e-02, 2.524375267582470e+00, 7.125032676983283e-03, 1.076220717516808e+00, 1.286469037213212e-01, 8.949562020894192e-01
335, 3.250017469076594e-02, 2.524375267582470e+00, 2.552640490301742e-03, 1.086729134479004e+00, 1.463832272464968e-01, 8.498021089744104e-01
336, 6.975717735697939e-03, 2.524375267582470e+00, 5.514419586085814e-04, 1.136028865388033e+00, 2.295923328855533e-01, 8.105490465161543e-01
337, 6.975717735697939e-03, 1.419144454852164e+00, -5.514419586085814e-04, 1.136647950825326e+00, 2.306372380929760e-01, 8.105336371695310e-01
338, 0.000000000000000e+00, 1.419144454852164e+00, 0.000000000000000e+00, 1.195850793945495e+00, 3.305610213770848e-01, 7.527623457205583e-01
339, 3.250017469076583e-02, 1.419144454852164e+00, -2.552640490301735e-03, 1.086624305485529e+00, 1.462062947028232e-01, 8.499728491799475e-01
340, 9.388703140214816e-02, 1.419144454852164e+00, -7.125032676983283e-03, 1.076453338175327e+00, 1.290395256807439e-01, 8.949505020752376e-01
341, 2.306752173593699e-01, 1.419144454852164e+00, -1.612642441232718e-02, 1.066777515812845e+00, 1.127084725439589e-01, 9.167040502213052e-01
342, 5.022734664953230e-01, 1.419144454852164e+00, -2.914654924374796e-02, 1.037856336789398e+00, 6.389470832669127e-02, 9.231619997511933e-01
343, 9.144399999999999e-01, 1.419144454852164e+00, -3.657759999999999e-02, 9.991537337324954e-01, -1.428345712099335e-03, 9.282328772640046e-01
344, 1.326606533504676e+00, 1.419144454852164e+00, -2.914654924374799e-02, 9.611215668660829e-01, -6.561982367998438e-02, 9.335503467504183e-01
345, 1.598204782640630e+00, 1.419144454852164e+00, -1.612642441232719e-02, 9.318526739308433e-01, -1.150204666303618e-01, 9.382379734544821e-01
346, 1.734992968597852e+00, 1.419144454852164e+00, -7.125032676983274e-03, 9.144833945275188e-01, -1.443366957069963e-01, 9.397690287791115e-01
347, 1.796379825309234e+00, 1.419144454852164e+00, -2.552640490301740e-03, 9.276023913208250e-01, -1.221941815406005e-01, 9.320238092373884e-01
348, 1.821904282264302e+00, 1.419144454852164e+00, -5.514419586085727e-04, 9.531312039164179e-01, -7.910612355452012e-02, 9.015403160008482e-01
349, 1.828880000000000e+00, 1.419144454852164e+00, 0.000000000000000e+00, 1.032155902133559e+00, 5.427339679577185e-02, 8.269033184233976e-01
350, 1.821904282264302e+00, 1.419144454852164e+00, 5.514419586085727e-04, 9.531311811654702e-01, -7.910616195404024e-02, 9.015402575729469e-01
351, 1.796379825309234e+00, 1.419144454852164e+00, 2.552640490301724e-03, 9.276024351318920e-01, -1.221941075953754e-01, 9.320238157758800e-01
352, 1.734992968597852e+00, 1.419144454852164e+00, 7.125032676983260e-03, 9.144833968590584e-01, -1.443366917717755e-01, 9.397690318464984e-01
353, 1.598204782640630e+00, 1.419144454852164e+00, 1.612642441232717e-02, 9.318526731037673e-01, -1.150204680263177e-01, 9.382379742713389e-01
354, 1.326606533504678e+00, 1.419144454852164e+00, 2.914654924374794e-02, 9.611215668691649e-01, -6.561982367478238e-02, 9.335503467816824e-01
355, 9.144400000000004e-01, 1.419144454852164e+00, 3.657760000000000e-02, 9.991537337425166e-01, -1.428345695185336e-03, 9.282328772277467e-01
356, 5.022734664953240e-01, 1.419144454852164e+00, 2.914654924374799e-02, 1.037856336698733e+00, 6.389470817366458e-02, 9.231619993121439e-01
357, 2.306752173593705e-01, 1.419144454852164e+00, 1.612642441232721e-02, 1.066777513567712e+00, 1.127084687545778e-01, 9.167040465944707e-01
358, 9.388703140214816e-02, 1.419144454852164e+00, 7.125032676983283e-03, 1.076453325833708e+00, 1.290395048503036e-01, 8.949504875392845e-01
359, 3.250017469076594e-02, 1.419144454852164e+00, 2.552640490301742e-03, 1.086624297212503e+00, 1.462062807394395e-01, 8.499728216935006e-01
360, 6.975717735697939e-03, 1.419144454852164e+00, 5.514419586085814e-04, 1.136647975927117e+00, 2.306372804602979e-01, 8.105336065830141e-01
361, 6.975717735697939e-03, 0.000000000000000e+00, -5.514419586085814e-04, 1.139784790667000e+00, 2.359316612662031e-01, 8.121681307318575e-01
362, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.179358873171606e+00, 3.027256163441910e-01, 7.663613241663273e-01
363, 3.250017469076583e-02, 0.000000000000000e+00, -2.552640490301735e-03, 1.086868501432411e+00, 1.466184536733917e-01, 8.510293427018566e-01
364, 9.388703140214816e-02, 0.000000000000000e+00, -7.125032676983283e-03, 1.076873680343785e+00, 1.297489878878367e-01, 8.948397353187616e-01
365, 2.306752173593699e-01, 0.000000000000000e+00, -1.612642441232718e-02, 1.067880291957260e+00, 1.145697609324532e-01, 9.164467661945187e-01
366, 5.022734664953230e-01, 0.000000000000000e+00, -2.914654924374796e-02, 1.038618322188759e+00, 6.518080304611040e-02, 9.229945378056793e-01
367, 9.144399999999999e-01, 0.000000000000000e+00, -3.657759999999999e-02, 9.994526190526788e-01, -9.238808859728728e-04, 9.280700931342867e-01
368, 1.326606533504676e+00, 0.000000000000000e+00, -2.914654924374799e-02, 9.610624406977252e-01, -6.571961805001827e-02, 9.333661602990891e-01
369, 1.598204782640630e+00, 0.000000000000000e+00, -1.612642441232719e-02, 9.314573265843303e-01, -1.156877420599340e-01, 9.379176073719832e-01
370, 1.734992968597852e+00, 0.000000000000000e+00, -7.125032676983274e-03, 9.142345341481186e-01, -1.447567274032565e-01, 9.394237699922104e-01
371, 1.796379825309234e+00, 0.000000000000000e+00, -2.552640490301740e-03, 9.262060580005720e-01, -1.245509418029774e-01, 9.326920959146052e-01
372, 1.821904282264302e+00, 0.000000000000000e+00, -5.514419586085727e-04, 9.520615284738153e-01, -8.091154389377649e-02, 8.985705068756560e-01
373, 1.828880000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.017488115338872e+00, 2.951680282688391e-02, 8.318358231373411e-01
374, 1.821904282264302e+00, 0.000000000000000e+00, 5.514419586085727e-04, 9.520615214324504e-01, -8.091155577833788e-02, 8.985704745580185e-01
