"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
38, 1.722834947461970e+00, 6.104003355883344e+00, 2.002402515315560e-03, 9.690668054009941e-01, -5.220968572611042e-02, 9.234732418705962e-01
39, 1.681916109813825e+00, 6.105937516026202e+00, 4.835424679767859e-03, 9.708629682757973e-01, -4.917808487071746e-02, 9.241586164920434e-01
40, 1.598204782640630e+00, 6.109433837061920e+00, 9.310595475523238e-03, 9.671450672500180e-01, -5.545323513026933e-02, 9.242317445990562e-01
41, 1.448931243982869e+00, 6.114470319994206e+00, 1.576482622333468e-02, 9.619272047376043e-01, -6.426005141506162e-02, 9.269938026859481e-01
42, 1.215330099844412e+00, 6.119726858896093e+00, 2.266080556410860e-02, 9.786795820133323e-01, -3.598504251057880e-02, 9.275930961475817e-01
43, 9.144400000000003e-01, 6.122130935666195e+00, 2.586426899952906e-02, 9.984066624540000e-01, -2.689268069808256e-03, 9.257734401670630e-01
44, 6.135499001555895e-01, 6.119726858896093e+00, 2.266080556410863e-02, 1.019081757645878e+00, 3.220658527862271e-02, 9.229645684083769e-01
45, 3.799487560171316e-01, 6.114470319994206e+00, 1.576482622333472e-02, 1.033353380720639e+00, 5.629452592600422e-02, 9.191040851001721e-01
46, 2.306752173593701e-01, 6.109433837061920e+00, 9.310595475523259e-03, 1.027602998651381e+00, 4.658891211750710e-02, 9.160771100451984e-01
47, 1.469638901861752e-01, 6.105937516026202e+00, 4.835424679767869e-03, 1.027916257098678e+00, 4.711763620489836e-02, 9.117359698644691e-01
48, 1.060450525380306e-01, 6.104003355883344e+00, 2.002402515315572e-03, 1.026163182782410e+00, 4.415876110992857e-02, 9.062216812139480e-01
49, 2.494556442415108e-02, 6.097932892385726e+00, -1.041131891147590e-03, 1.019792036601824e+00, 3.340540879324955e-02, 8.811992086968089e-01
50, 1.672582625703645e-02, 6.097586917101150e+00, 0.000000000000000e+00, 1.030751611981663e+00, 5.190320682835387e-02, 8.704172086855192e-01
51, 5.438298711888490e-02, 6.098960562797836e+00, -3.251820287746724e-03, 1.014739303763932e+00, 2.487730178897452e-02, 8.985810366820136e-01
52, 1.222708636516816e-01, 6.100880318131254e+00, -7.875995701228572e-03, 1.008652401657279e+00, 1.460370250013275e-02, 9.147660508837125e-01
53, 2.648699050535223e-01, 6.104085400500020e+00, -1.634717628828906e-02, 1.014511692879453e+00, 2.449313542980800e-02, 9.197197992917798e-01
54, 5.301313520449487e-01, 6.108136319166103e+00, -2.767945074660708e-02, 1.010724094558838e+00, 1.810034863428047e-02, 9.221650726308281e-01
55, 9.144399999999999e-01, 6.110264308182344e+00, -3.379329598838484e-02, 9.980177935018200e-01, -3.345609131413785e-03, 9.248544026093747e-01
56, 1.298748647955051e+00, 6.108136319166103e+00, -2.767945074660709e-02, 9.860632001262035e-01, -2.352281912266487e-02, 9.268944279109624e-01
57, 1.564010094946477e+00, 6.104085400500020e+00, -1.634717628828909e-02, 9.817732605257899e-01, -3.076346792163458e-02, 9.279318845099433e-01
58, 1.706609136348318e+00, 6.100880318131254e+00, -7.875995701228567e-03, 9.870154499309006e-01, -2.191559220412398e-02, 9.298920824824770e-01
59, 1.774497012881115e+00, 6.098960562797836e+00, -3.251820287746723e-03, 9.786786846066418e-01, -3.598655717215474e-02, 9.311261475211768e-01
60, 1.803934435575849e+00, 6.097932892385726e+00, -1.041131891147593e-03, 9.800586279742325e-01, -3.365746021092275e-02, 9.262153965170021e-01
61, 1.812154173742964e+00, 6.097586917101150e+00, -3.903398187640715e-19, 9.853312221632126e-01, -2.475826667024615e-02, 9.148720268510130e-01
62, 1.803934435575849e+00, 6.097932892385726e+00, 1.041131891147583e-03, 9.800587166344903e-01, -3.365731056830561e-02, 9.262154034783017e-01
63, 1.774497012881115e+00, 6.098960562797836e+00, 3.251820287746720e-03, 9.786785513735649e-01, -3.598678204569800e-02, 9.311261368426179e-01
64, 1.706609136348319e+00, 6.100880318131254e+00, 7.875995701228556e-03, 9.870151323382584e-01, -2.191612824355516e-02, 9.298921002341650e-01
65, 1.564010094946478e+00, 6.104085400500020e+00, 1.634717628828906e-02, 9.817729370885826e-01, -3.076401382564374e-02, 9.279319255352823e-01
66, 1.298748647955052e+00, 6.108136319166103e+00, 2.767945074660706e-02, 9.860630799173318e-01, -2.352302201368523e-02, 9.268944391869545e-01
67, 9.144400000000004e-01, 6.110264308182344e+00, 3.379329598838485e-02, 9.980177684672190e-01, -3.345651385331128e-03, 9.248543974413124e-01
68, 5.301313520449495e-01, 6.108136319166103e+00, 2.767945074660712e-02, 1.010724259251837e+00, 1.810062660652954e-02, 9.221650846154359e-01
69, 2.648699050535231e-01, 6.104085400500020e+00, 1.634717628828911e-02, 1.014512083298984e+00, 2.449379438796886e-02, 9.197197639245122e-01
70, 1.222708636516817e-01, 6.100880318131254e+00, 7.875995701228577e-03, 1.008652080184894e+00, 1.460315991239188e-02, 9.147659474904741e-01
71, 5.438298711888501e-02, 6.098960562797836e+00, 3.251820287746730e-03, 1.014738536490284e+00, 2.487600676863974e-02, 8.985809903150772e-01
72, 2.494556442415108e-02, 6.097932892385726e+00, 1.041131891147592e-03, 1.019792111084811e+00, 3.340553450717482e-02, 8.811992396770998e-01
73, 6.975717735697939e-03, 6.096266666666667e+00, -5.514419586085814e-04, 1.114900700856534e+00, 1.939317797335504e-01, 8.281578044457210e-01
74, 0.000000000000000e+00, 6.096266666666667e+00, 0.000000000000000e+00, 1.166466391223434e+00, 2.809654186190831e-01, 7.780004635284580e-01
75, 3.250017469076583e-02, 6.096266666666667e+00, -2.552640490301735e-03, 1.064609264571934e+00, 1.090488532472557e-01, 8.672223324304104e-01
76, 9.388703140214816e-02, 6.096266666666667e+00, -7.125032676983283e-03, 1.047859823866365e+00, 8.077880074663318e-02, 9.033206545704252e-01
77, 2.306752173593699e-01, 6.096266666666667e+00, -1.612642441232718e-02, 1.041753573030037e+00, 7.047254427159964e-02, 9.187163546618173e-01
78, 5.022734664953230e-01, 6.096266666666667e+00, -2.914654924374796e-02, 1.024291868185443e+00, 4.100031762328338e-02, 9.233059822745581e-01
79, 9.144399999999999e-01, 6.096266666666667e+00, -3.657759999999999e-02, 9.978181384383397e-01, -3.682591077606563e-03, 9.269316803885000e-01
80, 1.326606533504676e+00, 6.096266666666667e+00, -2.914654924374799e-02, 9.715490016639701e-01, -4.802018352692063e-02, 9.303006373537888e-01
81, 1.598204782640630e+00, 6.096266666666667e+00, -1.612642441232719e-02, 9.529636805506204e-01, -7.938887295668982e-02, 9.325774183887273e-01
82, 1.734992968597852e+00, 6.096266666666667e+00, -7.125032676983274e-03, 9.434480384227357e-01, -9.544957058004369e-02, 9.331114872942591e-01
83, 1.796379825309234e+00, 6.096266666666667e+00, -2.552640490301740e-03, 9.501881319733501e-01, -8.407350126021122e-02, 9.286366584803286e-01
84, 1.821904282264302e+00, 6.096266666666667e+00, -5.514419586085727e-04, 9.695919790779848e-01, -5.132328673037946e-02, 9.038130162558803e-01
85, 1.828880000000000e+00, 6.096266666666667e+00, 0.000000000000000e+00, 1.026388197522598e+00, 4.453854564305691e-02, 8.451934774406720e-01
86, 1.821904282264302e+00, 6.096266666666667e+00, 5.514419586085727e-04, 9.695919837467181e-01, -5.132327885039484e-02, 9.038132182513673e-01
87, 1.796379825309234e+00, 6.096266666666667e+00, 2.552640490301724e-03, 9.501881743806555e-01, -8.407342968428386e-02, 9.286367110916195e-01
88, 1.734992968597852e+00, 6.096266666666667e+00, 7.125032676983260e-03, 9.434480357291493e-01, -9.544957512633465e-02, 9.331115106507188e-01
89, 1.598204782640630e+00, 6.096266666666667e+00, 1.612642441232717e-02, 9.529636855701716e-01, -7.938886448458744e-02, 9.325774236830737e-01
90, 1.326606533504678e+00, 6.096266666666667e+00, 2.914654924374794e-02, 9.715490376122897e-01, -4.802012285260309e-02, 9.303006224995766e-01
91, 9.144400000000004e-01, 6.096266666666667e+00, 3.657760000000000e-02, 9.978181311302586e-01, -3.682603412336899e-03, 9.269316758631545e-01
92, 5.022734664953240e-01, 6.096266666666667e+00, 2.914654924374799e-02, 1.024291881176506e+00, 4.100033954986918e-02, 9.233059888384254e-01
93, 2.306752173593705e-01, 6.096266666666667e+00, 1.612642441232721e-02, 1.041753634211622e+00, 7.047264753514350e-02, 9.187163362665270e-01
94, 9.388703140214816e-02, 6.096266666666667e+00, 7.125032676983283e-03, 1.047859859086824e+00, 8.077886019245244e-02, 9.033206074432091e-01
95, 3.250017469076594e-02, 6.096266666666667e+00, 2.552640490301742e-03, 1.064609289390033e+00, 1.090488951357568e-01, 8.672223956614383e-01
96, 6.975717735697939e-03, 6.096266666666667e+00, 5.514419586085814e-04, 1.114900798967605e+00, 1.939319453274463e-01, 8.281579004562798e-01
97, 6.975717735697939e-03, 6.005543796924609e+00, -5.514419586085814e-04, 1.131085361472244e+00, 2.212485847155070e-01, 8.140921288858405e-01
98, 0.000000000000000e+00, 6.005543796924609e+00, 0.000000000000000e+00, 1.199657867475538e+00, 3.369866788339493e-01, 7.512731017000265e-01
99, 3.250017469076583e-02, 6.005543796924609e+00, -2.552640490301735e-03, 1.079174170538038e+00, 1.336318028254767e-01, 8.552798690990004e-01
100, 9.388703140214816e-02, 6.005543796924609e+00, -7.125032676983283e-03, 1.063951269860841e+00, 1.079382761626395e-01, 8.978902624498062e-01
101, 2.306752173593699e-01, 6.005543796924609e+00, -1.612642441232718e-02, 1.056266724607000e+00, 9.496814172123935e-02, 9.177597791823592e-01
102, 5.022734664953230e-01, 6.005543796924609e+00, -2.914654924374796e-02, 1.032358774243046e+00, 5.461580853876213e-02, 9.234940941096204e-01
103, 9.144399999999999e-01, 6.005543796924609e+00, -3.657759999999999e-02, 9.985185775892267e-01, -2.500375389503974e-03, 9.278397442342495e-01
104, 1.326606533504676e+00, 6.005543796924609e+00, -2.914654924374799e-02, 9.651600931842265e-01, -5.880351541954756e-02, 9.324069051376196e-01
105, 1.598204782640630e+00, 6.005543796924609e+00, -1.612642441232719e-02, 9.402420157882124e-01, -1.008607619021529e-01, 9.362941702996450e-01
106, 1.734992968597852e+00, 6.005543796924609e+00, -7.125032676983274e-03, 9.266082206891001e-01, -1.238721632981702e-01, 9.371463125097999e-01
107, 1.796379825309234e+00, 6.005543796924609e+00, -2.552640490301740e-03, 9.392408590369972e-01, -1.025505349767129e-01, 9.309590445889353e-01
108, 1.821904282264302e+00, 6.005543796924609e+00, -5.514419586085727e-04, 9.616305356833527e-01, -6.476077558170291e-02, 8.980601143658865e-01
109, 1.828880000000000e+00, 6.005543796924609e+00, 0.000000000000000e+00, 1.042521028398701e+00, 7.176787131835914e-02, 8.219625041837415e-01
110, 1.821904282264302e+00, 6.005543796924609e+00, 5.514419586085727e-04, 9.616305199906889e-01, -6.476080206810536e-02, 8.980601537027872e-01
111, 1.796379825309234e+00, 6.005543796924609e+00, 2.552640490301724e-03, 9.392408863827365e-01, -1.025504888220083e-01, 9.309590498774044e-01
112, 1.734992968597852e+00, 6.005543796924609e+00, 7.125032676983260e-03, 9.266082356706178e-01, -1.238721380120548e-01, 9.371463057050103e-01
113, 1.598204782640630e+00, 6.005543796924609e+00, 1.612642441232717e-02, 9.402420334864612e-01, -1.008607320306826e-01, 9.362941663406158e-01
114, 1.326606533504678e+00, 6.005543796924609e+00, 2.914654924374794e-02, 9.651601122224261e-01, -5.880348328648031e-02, 9.324068994696737e-01
115, 9.144400000000004e-01, 6.005543796924609e+00, 3.657760000000000e-02, 9.985185733633603e-01, -2.500382522008758e-03, 9.278397433022645e-01
116, 5.022734664953240e-01, 6.005543796924609e+00, 2.914654924374799e-02, 1.032358764161525e+00, 5.461579152296327e-02, 9.234940964789589e-01
117, 2.306752173593705e-01, 6.005543796924609e+00, 1.612642441232721e-02, 1.056266750276769e+00, 9.496818504720718e-02, 9.177597727006915e-01
118, 9.388703140214816e-02, 6.005543796924609e+00, 7.125032676983283e-03, 1.063951278509709e+00, 1.079382907603783e-01, 8.978902360158624e-01
119, 3.250017469076594e-02, 6.005543796924609e+00, 2.552640490301742e-03, 1.079174159654701e+00, 1.336317844563552e-01, 8.552798642861676e-01
120, 6.975717735697939e-03, 6.005543796924609e+00, 5.514419586085814e-04, 1.131085389562410e+00, 2.212486321266713e-01, 8.140921332551380e-01
121, 6.975717735697939e-03, 5.889053326300956e+00, -5.514419586085814e-04, 1.135089181664921e+00, 2.280063152594529e-01, 8.114634580760941e-01
122, 0.000000000000000e+00, 5.889053326300956e+00, 0.000000000000000e+00, 1.206601157241976e+00, 3.487057069301518e-01, 7.463735130953535e-01
123, 3.250017469076583e-02, 5.889053326300956e+00, -2.552640490301735e-03, 1.084590899149601e+00, 1.427742694261422e-01, 8.519431587730041e-01
124, 9.388703140214816e-02, 5.889053326300956e+00, -7.125032676983283e-03, 1.071727698880604e+00, 1.210634939248656e-01, 8.964561188715733e-01
125, 2.306752173593699e-01, 5.889053326300956e+00, -1.612642441232718e-02, 1.063088122836677e+00, 1.064814387602563e-01, 9.174435324102410e-01
126, 5.022734664953230e-01, 5.889053326300956e+00, -2.914654924374796e-02, 1.035869234892808e+00, 6.054083664057563e-02, 9.234343300604884e-01
127, 9.144399999999999e-01, 5.889053326300956e+00, -3.657759999999999e-02, 9.989972690585005e-01, -1.692430025485243e-03, 9.280222745598592e-01
128, 1.326606533504676e+00, 5.889053326300956e+00, -2.914654924374799e-02, 9.629207585619849e-01, -6.258311071768687e-02, 9.329958732631237e-01
129, 1.598204782640630e+00, 5.889053326300956e+00, -1.612642441232719e-02, 9.352590983532006e-01, -1.092710330252487e-01, 9.375483754240993e-01
130, 1.734992968597852e+00, 5.889053326300956e+00, -7.125032676983274e-03, 9.190772267658279e-01, -1.365831306274846e-01, 9.390234578892613e-01
131, 1.796379825309234e+00, 5.889053326300956e+00, -2.552640490301740e-03, 9.321363606768878e-01, -1.145416542720636e-01, 9.331008227711670e-01
132, 1.821904282264302e+00, 5.889053326300956e+00, -5.514419586085727e-04, 9.543497072988143e-01, -7.704950833983544e-02, 8.998832985368562e-01
133, 1.828880000000000e+00, 5.889053326300956e+00, 0.000000000000000e+00, 1.035596712819733e+00, 6.008086824826658e-02, 8.218641860089334e-01
134, 1.821904282264302e+00, 5.889053326300956e+00, 5.514419586085727e-04, 9.543497185933082e-01, -7.704948927675501e-02, 8.998832768153169e-01
135, 1.796379825309234e+00, 5.889053326300956e+00, 2.552640490301724e-03, 9.321363748114126e-01, -1.145416304155201e-01, 9.331008362454035e-01
136, 1.734992968597852e+00, 5.889053326300956e+00, 7.125032676983260e-03, 9.190772405429086e-01, -1.365831073742428e-01, 9.390234554833199e-01
137, 1.598204782640630e+00, 5.889053326300956e+00, 1.612642441232717e-02, 9.352591071108759e-01, -1.092710182438633e-01, 9.375483736670005e-01
138, 1.326606533504678e+00, 5.889053326300956e+00, 2.914654924374794e-02, 9.629207634445442e-01, -6.258310247680218e-02, 9.329958720765883e-01
139, 9.144400000000004e-01, 5.889053326300956e+00, 3.657760000000000e-02, 9.989972682580369e-01, -1.692431376524239e-03, 9.280222743752430e-01
140, 5.022734664953240e-01, 5.889053326300956e+00, 2.914654924374799e-02, 1.035869232443149e+00, 6.054083250599025e-02, 9.234343300009382e-01
141, 2.306752173593705e-01, 5.889053326300956e+00, 1.612642441232721e-02, 1.063088123417574e+00, 1.064814397407061e-01, 9.174435276738022e-01
142, 9.388703140214816e-02, 5.889053326300956e+00, 7.125032676983283e-03, 1.071727685796401e+00, 1.210634718410767e-01, 8.964561017988119e-01
143, 3.250017469076594e-02, 5.889053326300956e+00, 2.552640490301742e-03, 1.084590887879719e+00, 1.427742504046035e-01, 8.519431381375113e-01
144, 6.975717735697939e-03, 5.889053326300956e+00, 5.514419586085814e-04, 1.135089205000196e+00, 2.280063546452129e-01, 8.114634385527154e-01
145, 6.975717735697939e-03, 5.739476601218268e+00, -5.514419586085814e-04, 1.135267913724524e+00, 2.283079829268898e-01, 8.112862025424172e-01
146, 0.000000000000000e+00, 5.739476601218268e+00, 0.000000000000000e+00, 1.206206438387417e+00, 3.480394922823001e-01, 7.466256250230506e-01
147, 3.250017469076583e-02, 5.739476601218268e+00, -2.552640490301735e-03, 1.085443177381750e+00, 1.442127622565313e-01, 8.511424427813647e-01
148, 9.388703140214816e-02, 5.739476601218268e+00, -7.125032676983283e-03, 1.073667113069731e+00, 1.243368773118601e-01, 8.960090209728276e-01
149, 2.306752173593699e-01, 5.739476601218268e+00, -1.612642441232718e-02, 1.064766959494338e+00, 1.093150139993558e-01, 9.173000953369707e-01
150, 5.022734664953230e-01, 5.739476601218268e+00, -2.914654924374796e-02, 1.036709868410666e+00, 6.195967528130182e-02, 9.233941720090273e-01
151, 9.144399999999999e-01, 5.739476601218268e+00, -3.657759999999999e-02, 9.991068073443302e-01, -1.507549040760504e-03, 9.280793104833331e-01
152, 1.326606533504676e+00, 5.739476601218268e+00, -2.914654924374799e-02, 9.623852843543959e-01, -6.348689516203779e-02, 9.331377831383882e-01
153, 1.598204782640630e+00, 5.739476601218268e+00, -1.612642441232719e-02, 9.341056039531486e-01, -1.112179247347614e-01, 9.377915376603074e-01
154, 1.734992968597852e+00, 5.739476601218268e+00, -7.125032676983274e-03, 9.173895534967123e-01, -1.394316204821897e-01, 9.393840162836393e-01
155, 1.796379825309234e+00, 5.739476601218268e+00, -2.552640490301740e-03, 9.305084454664794e-01, -1.172892832391315e-01, 9.333448018965740e-01
156, 1.821904282264302e+00, 5.739476601218268e+00, -5.514419586085727e-04, 9.529553136789908e-01, -7.940299473570285e-02, 9.004895528951493e-01
157, 1.828880000000000e+00, 5.739476601218268e+00, 0.000000000000000e+00, 1.034251657159211e+00, 5.781065548070929e-02, 8.215677779621884e-01
158, 1.821904282264302e+00, 5.739476601218268e+00, 5.514419586085727e-04, 9.529553090154107e-01, -7.940300260698978e-02, 9.004895170649645e-01
159, 1.796379825309234e+00, 5.739476601218268e+00, 2.552640490301724e-03, 9.305084577929257e-01, -1.172892624343004e-01, 9.333448131909717e-01
160, 1.734992968597852e+00, 5.739476601218268e+00, 7.125032676983260e-03, 9.173895580425216e-01, -1.394316128096786e-01, 9.393840176130259e-01
161, 1.598204782640630e+00, 5.739476601218268e+00, 1.612642441232717e-02, 9.341056043649723e-01, -1.112179240396769e-01, 9.377915376836717e-01
162, 1.326606533504678e+00, 5.739476601218268e+00, 2.914654924374794e-02, 9.623852847976565e-01, -6.348689441389330e-02, 9.331377830799170e-01
163, 9.144400000000004e-01, 5.739476601218268e+00, 3.657760000000000e-02, 9.991068071803417e-01, -1.507549317543669e-03, 9.280793104447617e-01
164, 5.022734664953240e-01, 5.739476601218268e+00, 2.914654924374799e-02, 1.036709867925308e+00, 6.195967446210572e-02, 9.233941715215275e-01
165, 2.306752173593705e-01, 5.739476601218268e+00, 1.612642441232721e-02, 1.064766957558399e+00, 1.093150107318372e-01, 9.173000910302577e-01
166, 9.388703140214816e-02, 5.739476601218268e+00, 7.125032676983283e-03, 1.073667100131834e+00, 1.243368554750103e-01, 8.960090055171165e-01
167, 3.250017469076594e-02, 5.739476601218268e+00, 2.552640490301742e-03, 1.085443167315003e+00, 1.442127452656675e-01, 8.511424185173084e-01
168, 6.975717735697939e-03, 5.739476601218268e+00, 5.514419586085814e-04, 1.135267934935585e+00, 2.283080187273571e-01, 8.112861774897296e-01
169, 6.975717735697939e-03, 5.547416284467182e+00, -5.514419586085814e-04, 1.135276429011330e+00, 2.283223552041074e-01, 8.111859455155482e-01
170, 0.000000000000000e+00, 5.547416284467182e+00, 0.000000000000000e+00, 1.204872504364004e+00, 3.457880508439176e-01, 7.474611098349113e-01
171, 3.250017469076583e-02, 5.547416284467182e+00, -2.552640490301735e-03, 1.085716119250742e+00, 1.446734391890724e-01, 8.507873541167187e-01
172, 9.388703140214816e-02, 5.547416284467182e+00, -7.125032676983283e-03, 1.074422041650784e+00, 1.256110613873615e-01, 8.957608041966528e-01
173, 2.306752173593699e-01, 5.547416284467182e+00, -1.612642441232718e-02, 1.065340673798526e+00, 1.102833408697776e-01, 9.171879587430165e-01
174, 5.022734664953230e-01, 5.547416284467182e+00, -2.914654924374796e-02, 1.036980718623152e+00, 6.241682187272426e-02, 9.233584802288888e-01
175, 9.144399999999999e-01, 5.547416284467182e+00, -3.657759999999999e-02, 9.991206801731256e-01, -1.484134193347272e-03, 9.281203803935791e-01
176, 1.326606533504676e+00, 5.547416284467182e+00, -2.914654924374799e-02, 9.621413389728934e-01, -6.389863122317471e-02, 9.332184574759292e-01
177, 1.598204782640630e+00, 5.547416284467182e+00, -1.612642441232719e-02, 9.336169014192388e-01, -1.120427669807609e-01, 9.378845716581451e-01
178, 1.734992968597852e+00, 5.547416284467182e+00, -7.125032676983274e-03, 9.166779829708165e-01, -1.406326239352949e-01, 9.395123470609252e-01
179, 1.796379825309234e+00, 5.547416284467182e+00, -2.552640490301740e-03, 9.298391285741329e-01, -1.184189701354765e-01, 9.331796557225194e-01
180, 1.821904282264302e+00, 5.547416284467182e+00, -5.514419586085727e-04, 9.525835221105818e-01, -8.003051223571794e-02, 9.005152728370998e-01
181, 1.828880000000000e+00, 5.547416284467182e+00, 0.000000000000000e+00, 1.035668212479361e+00, 6.020154685282340e-02, 8.209789416749591e-01
182, 1.821904282264302e+00, 5.547416284467182e+00, 5.514419586085727e-04, 9.525835133689615e-01, -8.003052699000554e-02, 9.005152295010541e-01
183, 1.796379825309234e+00, 5.547416284467182e+00, 2.552640490301724e-03, 9.298391440855949e-01, -1.184189439549101e-01, 9.331796660792228e-01
184, 1.734992968597852e+00, 5.547416284467182e+00, 7.125032676983260e-03, 9.166779863454253e-01, -1.406326182395603e-01, 9.395123499408661e-01
185, 1.598204782640630e+00, 5.547416284467182e+00, 1.612642441232717e-02, 9.336169007076506e-01, -1.120427681817942e-01, 9.378845720336012e-01
186, 1.326606533504678e+00, 5.547416284467182e+00, 2.914654924374794e-02, 9.621413390053382e-01, -6.389863116841386e-02, 9.332184575241834e-01
