TITLE= "Visualization of the volumetric grid"
VARIABLES = "x","y","z" 
ZONE T= "Original grid", C=BLACK, NODES= 120, ELEMENTS= 198, DATAPACKING= POINT, ZONETYPE= FEBRICK
0.000000e+00	0.000000e+00	0.000000e+00	
5.578000e-02	0.000000e+00	0.000000e+00	
1.115600e-01	0.000000e+00	0.000000e+00	
1.673400e-01	0.000000e+00	0.000000e+00	
2.231100e-01	0.000000e+00	0.000000e+00	
2.730500e-01	0.000000e+00	0.000000e+00	
3.346700e-01	0.000000e+00	0.000000e+00	
3.904500e-01	0.000000e+00	0.000000e+00	
4.462300e-01	0.000000e+00	0.000000e+00	
5.020100e-01	0.000000e+00	0.000000e+00	
5.577800e-01	0.000000e+00	0.000000e+00	
8.094000e-02	7.620000e-02	0.000000e+00	
1.348200e-01	7.620000e-02	0.000000e+00	
1.887100e-01	7.620000e-02	0.000000e+00	
2.425900e-01	7.620000e-02	0.000000e+00	
2.964700e-01	7.620000e-02	0.000000e+00	
3.467100e-01	7.620000e-02	0.000000e+00	
4.042400e-01	7.620000e-02	0.000000e+00	
4.581200e-01	7.620000e-02	0.000000e+00	
5.120000e-01	7.620000e-02	0.000000e+00	
5.658800e-01	7.620000e-02	0.000000e+00	
6.197700e-01	7.620000e-02	0.000000e+00	
1.618800e-01	1.524000e-01	0.000000e+00	
2.138700e-01	1.524000e-01	0.000000e+00	
2.658500e-01	1.524000e-01	0.000000e+00	
3.178400e-01	1.524000e-01	0.000000e+00	
3.698300e-01	1.524000e-01	0.000000e+00	
4.216400e-01	1.524000e-01	0.000000e+00	
4.738000e-01	1.524000e-01	0.000000e+00	
5.257900e-01	1.524000e-01	0.000000e+00	
5.777700e-01	1.524000e-01	0.000000e+00	
6.297600e-01	1.524000e-01	0.000000e+00	
6.817500e-01	1.524000e-01	0.000000e+00	
2.428200e-01	2.286000e-01	0.000000e+00	
2.929100e-01	2.286000e-01	0.000000e+00	
3.430000e-01	2.286000e-01	0.000000e+00	
3.930900e-01	2.286000e-01	0.000000e+00	
4.431800e-01	2.286000e-01	0.000000e+00	
4.953000e-01	2.286000e-01	0.000000e+00	
5.433600e-01	2.286000e-01	0.000000e+00	
5.934600e-01	2.286000e-01	0.000000e+00	
6.435500e-01	2.286000e-01	0.000000e+00	
6.936400e-01	2.286000e-01	0.000000e+00	
7.437300e-01	2.286000e-01	0.000000e+00	
3.237600e-01	3.048000e-01	0.000000e+00	
3.719500e-01	3.048000e-01	0.000000e+00	
4.201500e-01	3.048000e-01	0.000000e+00	
4.683400e-01	3.048000e-01	0.000000e+00	
5.165400e-01	3.048000e-01	0.000000e+00	
5.664200e-01	3.048000e-01	0.000000e+00	
6.129300e-01	3.048000e-01	0.000000e+00	
6.611200e-01	3.048000e-01	0.000000e+00	
7.093200e-01	3.048000e-01	0.000000e+00	
7.575100e-01	3.048000e-01	0.000000e+00	
8.057100e-01	3.048000e-01	0.000000e+00	
4.047000e-01	3.810000e-01	0.000000e+00	
4.510000e-01	3.810000e-01	0.000000e+00	
4.973000e-01	3.810000e-01	0.000000e+00	
5.436000e-01	3.810000e-01	0.000000e+00	
5.899000e-01	3.810000e-01	0.000000e+00	
6.400800e-01	3.810000e-01	0.000000e+00	
6.824900e-01	3.810000e-01	0.000000e+00	
7.287900e-01	3.810000e-01	0.000000e+00	
7.750900e-01	3.810000e-01	0.000000e+00	
